t(s),E(s),F(s),theta,E(theta),F(theta)
25.8,3.532361E-06,8.458146E-05,0.05532652,0.00164722,8.458146E-05
26.4,3.997146E-06,8.684031E-05,0.05661318,0.001863959,8.684031E-05
27,4.46193E-06,8.937803E-05,0.05789984,0.002080698,8.937803E-05
27.6,4.368973E-06,9.20273E-05,0.05918651,0.00203735,9.20273E-05
28.2,4.7408E-06,9.476024E-05,0.06047317,0.002210742,9.476024E-05
28.8,5.019671E-06,9.768838E-05,0.06175983,0.002340786,9.768838E-05
29.4,5.019671E-06,0.0001007002,0.06304649,0.002340786,0.0001007002
30,5.112628E-06,0.0001037399,0.06433316,0.002384134,0.0001037399
30.6,4.7408E-06,0.0001066959,0.06561982,0.002210742,0.0001066959
31.2,4.090102E-06,0.0001093452,0.06690648,0.001907307,0.0001093452
31.8,4.368973E-06,0.0001118829,0.06819315,0.00203735,0.0001118829
32.4,3.718275E-06,0.0001143091,0.06947981,0.001733915,0.0001143091
33,2.788706E-06,0.0001162612,0.07076647,0.001300436,0.0001162612
33.6,3.625318E-06,0.0001181854,0.07205314,0.001690567,0.0001181854
34.2,2.138008E-06,0.0001199144,0.0733398,0.0009970013,0.0001199144
34.8,2.788706E-06,0.0001213924,0.07462646,0.001300436,0.0001213924
35.4,2.97462E-06,0.0001231214,0.07591313,0.001387132,0.0001231214
36,2.416879E-06,0.0001247388,0.07719979,0.001127045,0.0001247388
36.6,2.695749E-06,0.0001262726,0.07848645,0.001257089,0.0001262726
37.2,2.881663E-06,0.0001279458,0.07977312,0.001343784,0.0001279458
37.8,2.97462E-06,0.0001297027,0.08105978,0.001387132,0.0001297027
38.4,2.509836E-06,0.0001313481,0.08234644,0.001170393,0.0001313481
39,2.97462E-06,0.0001329934,0.08363311,0.001387132,0.0001329934
39.6,2.97462E-06,0.0001347782,0.08491977,0.001387132,0.0001347782
40.2,2.695749E-06,0.0001364793,0.08620643,0.001257089,0.0001364793
40.8,2.509836E-06,0.000138041,0.08749309,0.001170393,0.000138041
41.4,1.580267E-06,0.000139268,0.08877976,0.000736914,0.000139268
42,1.859137E-06,0.0001402998,0.09006642,0.0008669576,0.0001402998
42.6,1.859137E-06,0.0001414153,0.09135308,0.0008669576,0.0001414153
43.2,1.48731E-06,0.0001424192,0.09263975,0.0006935661,0.0001424192
43.8,2.045051E-06,0.0001434789,0.09392641,0.0009536534,0.0001434789
44.4,1.673224E-06,0.0001445944,0.09521307,0.0007802619,0.0001445944
45,1.301396E-06,0.0001454868,0.09649974,0.0006068704,0.0001454868
45.6,1.673224E-06,0.0001463792,0.0977864,0.0007802619,0.0001463792
46.2,1.859137E-06,0.0001474389,0.09907306,0.0008669576,0.0001474389
46.8,1.301396E-06,0.0001483871,0.1003597,0.0006068704,0.0001483871
47.4,1.48731E-06,0.0001492237,0.1016464,0.0006935661,0.0001492237
48,1.673224E-06,0.0001501718,0.1029331,0.0007802619,0.0001501718
48.6,2.695749E-06,0.0001514825,0.1042197,0.001257089,0.0001514825
49.2,1.766181E-06,0.0001528211,0.1055064,0.0008236098,0.0001528211
49.8,1.952094E-06,0.0001539366,0.106793,0.0009103055,0.0001539366
50.4,3.439404E-06,0.000155554,0.1080797,0.001603872,0.000155554
51,2.695749E-06,0.0001573946,0.1093664,0.001257089,0.0001573946
51.6,3.439404E-06,0.0001592351,0.110653,0.001603872,0.0001592351
52.2,2.97462E-06,0.0001611593,0.1119397,0.001387132,0.0001611593
52.8,3.160534E-06,0.0001629999,0.1132264,0.001473828,0.0001629999
53.4,2.695749E-06,0.0001647568,0.114513,0.001257089,0.0001647568
54,2.695749E-06,0.0001663742,0.1157997,0.001257089,0.0001663742
54.6,2.97462E-06,0.0001680753,0.1170863,0.001387132,0.0001680753
55.2,2.416879E-06,0.0001696928,0.118373,0.001127045,0.0001696928
55.8,2.881663E-06,0.0001712823,0.1196597,0.001343784,0.0001712823
56.4,2.97462E-06,0.0001730392,0.1209463,0.001387132,0.0001730392
57,3.346447E-06,0.0001749355,0.122233,0.001560524,0.0001749355
57.6,3.439404E-06,0.0001769713,0.1235197,0.001603872,0.0001769713
58.2,2.416879E-06,0.0001787282,0.1248063,0.001127045,0.0001787282
58.8,2.138008E-06,0.0001800946,0.126093,0.0009970013,0.0001800946
59.4,2.881663E-06,0.0001816005,0.1273797,0.001343784,0.0001816005
60,2.323922E-06,0.0001831622,0.1286663,0.001083697,0.0001831622
60.6,2.230965E-06,0.0001845287,0.129953,0.001040349,0.0001845287
61.2,1.580267E-06,0.0001856721,0.1312396,0.000736914,0.0001856721
61.8,1.394353E-06,0.0001865644,0.1325263,0.0006502182,0.0001865644
62.4,2.416879E-06,0.0001877078,0.133813,0.001127045,0.0001877078
63,2.509836E-06,0.0001891858,0.1350996,0.001170393,0.0001891858
63.6,2.045051E-06,0.0001905523,0.1363863,0.0009536534,0.0001905523
64.2,2.323922E-06,0.000191863,0.137673,0.001083697,0.000191863
64.8,2.138008E-06,0.0001932016,0.1389596,0.0009970013,0.0001932016
65.4,1.859137E-06,0.0001944007,0.1402463,0.0008669576,0.0001944007
66,1.48731E-06,0.0001954046,0.1415329,0.0006935661,0.0001954046
66.6,2.045051E-06,0.0001964644,0.1428196,0.0009536534,0.0001964644
67.2,2.230965E-06,0.0001977472,0.1441063,0.001040349,0.0001977472
67.8,2.045051E-06,0.00019903,0.1453929,0.0009536534,0.00019903
68.4,2.416879E-06,0.0002003685,0.1466796,0.001127045,0.0002003685
69,3.160534E-06,0.0002020418,0.1479663,0.001473828,0.0002020418
69.6,3.532361E-06,0.0002040496,0.1492529,0.00164722,0.0002040496
70.2,3.067577E-06,0.0002060296,0.1505396,0.00143048,0.0002060296
70.8,3.067577E-06,0.0002078702,0.1518263,0.00143048,0.0002078702
71.4,2.323922E-06,0.0002094876,0.1531129,0.001083697,0.0002094876
72,1.952094E-06,0.0002107704,0.1543996,0.0009103055,0.0002107704
72.6,2.323922E-06,0.0002120532,0.1556862,0.001083697,0.0002120532
73.2,1.952094E-06,0.000213336,0.1569729,0.0009103055,0.000213336
73.8,1.301396E-06,0.0002143121,0.1582596,0.0006068704,0.0002143121
74.4,1.766181E-06,0.0002152323,0.1595462,0.0008236098,0.0002152323
75,1.673224E-06,0.0002162642,0.1608329,0.0007802619,0.0002162642
75.6,1.673224E-06,0.0002172681,0.1621196,0.0007802619,0.0002172681
76.2,1.952094E-06,0.0002183557,0.1634062,0.0009103055,0.0002183557
76.8,2.045051E-06,0.0002195548,0.1646929,0.0009536534,0.0002195548
77.4,1.301396E-06,0.0002205588,0.1659795,0.0006068704,0.0002205588
78,1.580267E-06,0.0002214233,0.1672662,0.000736914,0.0002214233
78.6,1.580267E-06,0.0002223714,0.1685529,0.000736914,0.0002223714
79.2,1.48731E-06,0.0002232917,0.1698395,0.0006935661,0.0002232917
79.8,1.859137E-06,0.0002242956,0.1711262,0.0008669576,0.0002242956
80.4,2.045051E-06,0.0002254669,0.1724129,0.0009536534,0.0002254669
81,1.48731E-06,0.0002265266,0.1736995,0.0006935661,0.0002265266
81.6,2.323922E-06,0.00022767,0.1749862,0.001083697,0.00022767
82.2,2.138008E-06,0.0002290086,0.1762729,0.0009970013,0.0002290086
82.8,1.859137E-06,0.0002302077,0.1775595,0.0008669576,0.0002302077
83.4,2.138008E-06,0.0002314068,0.1788462,0.0009970013,0.0002314068
84,1.952094E-06,0.0002326339,0.1801328,0.0009103055,0.0002326339
84.6,1.859137E-06,0.0002337772,0.1814195,0.0008669576,0.0002337772
85.2,1.394353E-06,0.0002347533,0.1827062,0.0006502182,0.0002347533
85.8,1.48731E-06,0.0002356178,0.1839928,0.0006935661,0.0002356178
86.4,1.48731E-06,0.0002365102,0.1852795,0.0006935661,0.0002365102
87,1.48731E-06,0.0002374026,0.1865662,0.0006935661,0.0002374026
87.6,2.230965E-06,0.000238518,0.1878528,0.001040349,0.000238518
88.2,1.301396E-06,0.0002395777,0.1891395,0.0006068704,0.0002395777
88.8,1.766181E-06,0.000240498,0.1904261,0.0008236098,0.000240498
89.4,2.788706E-06,0.0002418645,0.1917128,0.001300436,0.0002418645
90,1.859137E-06,0.0002432588,0.1929995,0.0008669576,0.0002432588
90.6,2.138008E-06,0.000244458,0.1942861,0.0009970013,0.000244458
91.2,2.416879E-06,0.0002458244,0.1955728,0.001127045,0.0002458244
91.8,2.230965E-06,0.0002472188,0.1968595,0.001040349,0.0002472188
92.4,1.952094E-06,0.0002484737,0.1981461,0.0009103055,0.0002484737
93,2.045051E-06,0.0002496729,0.1994328,0.0009536534,0.0002496729
93.6,1.952094E-06,0.000250872,0.2007195,0.0009103055,0.000250872
94.2,2.602792E-06,0.0002522385,0.2020061,0.001213741,0.0002522385
94.8,2.045051E-06,0.0002536328,0.2032928,0.0009536534,0.0002536328
95.4,1.766181E-06,0.0002547762,0.2045794,0.0008236098,0.0002547762
96,2.230965E-06,0.0002559753,0.2058661,0.001040349,0.0002559753
96.6,2.509836E-06,0.0002573976,0.2071528,0.001170393,0.0002573976
97.2,2.230965E-06,0.0002588198,0.2084394,0.001040349,0.0002588198
97.8,2.323922E-06,0.0002601863,0.2097261,0.001083697,0.0002601863
98.4,2.602792E-06,0.0002616643,0.2110128,0.001213741,0.0002616643
99,3.532361E-06,0.0002635048,0.2122994,0.00164722,0.0002635048
99.6,2.97462E-06,0.0002654569,0.2135861,0.001387132,0.0002654569
100.2,2.788706E-06,0.0002671859,0.2148727,0.001300436,0.0002671859
100.8,3.346447E-06,0.0002690265,0.2161594,0.001560524,0.0002690265
101.4,2.416879E-06,0.0002707555,0.2174461,0.001127045,0.0002707555
102,2.230965E-06,0.0002721498,0.2187327,0.001040349,0.0002721498
102.6,2.045051E-06,0.0002734326,0.2200194,0.0009536534,0.0002734326
103.2,1.580267E-06,0.0002745202,0.2213061,0.000736914,0.0002745202
103.8,1.673224E-06,0.0002754963,0.2225927,0.0007802619,0.0002754963
104.4,1.301396E-06,0.0002763887,0.2238794,0.0006068704,0.0002763887
105,8.366119E-07,0.0002770301,0.2251661,0.0003901309,0.0002770301
105.6,1.115482E-06,0.0002776157,0.2264527,0.0005201746,0.0002776157
106.2,1.115482E-06,0.000278285,0.2277394,0.0005201746,0.000278285
106.8,9.295687E-07,0.0002788985,0.229026,0.0004334788,0.0002788985
107.4,1.115482E-06,0.000279512,0.2303127,0.0005201746,0.000279512
108,1.208439E-06,0.0002802092,0.2315994,0.0005635225,0.0002802092
108.6,1.022526E-06,0.0002808785,0.232886,0.0004768267,0.0002808785
109.2,1.115482E-06,0.0002815199,0.2341727,0.0005201746,0.0002815199
109.8,1.952094E-06,0.0002824402,0.2354594,0.0009103055,0.0002824402
110.4,1.48731E-06,0.000283472,0.236746,0.0006935661,0.000283472
111,1.766181E-06,0.000284448,0.2380327,0.0008236098,0.000284448
111.6,1.673224E-06,0.0002854799,0.2393193,0.0007802619,0.0002854799
112.2,1.766181E-06,0.0002865117,0.240606,0.0008236098,0.0002865117
112.8,1.859137E-06,0.0002875993,0.2418927,0.0008669576,0.0002875993
113.4,1.766181E-06,0.0002886869,0.2431793,0.0008236098,0.0002886869
114,1.673224E-06,0.0002897187,0.244466,0.0007802619,0.0002897187
114.6,1.301396E-06,0.0002906111,0.2457527,0.0006068704,0.0002906111
115.2,1.48731E-06,0.0002914477,0.2470393,0.0006935661,0.0002914477
115.8,1.580267E-06,0.000292368,0.248326,0.000736914,0.000292368
116.4,1.301396E-06,0.0002932325,0.2496127,0.0006068704,0.0002932325
117,1.115482E-06,0.0002939575,0.2508993,0.0005201746,0.0002939575
117.6,1.580267E-06,0.0002947662,0.252186,0.000736914,0.0002947662
118.2,1.394353E-06,0.0002956586,0.2534726,0.0006502182,0.0002956586
118.8,1.301396E-06,0.0002964674,0.2547593,0.0006068704,0.0002964674
119.4,1.859137E-06,0.0002974155,0.256046,0.0008669576,0.0002974155
120,1.301396E-06,0.0002983637,0.2573326,0.0006068704,0.0002983637
120.6,1.580267E-06,0.0002992282,0.2586193,0.000736914,0.0002992282
121.2,6.506981E-07,0.0002998975,0.259906,0.0003034352,0.0002998975
121.8,1.115482E-06,0.0003004273,0.2611926,0.0005201746,0.0003004273
122.4,1.208439E-06,0.0003011245,0.2624793,0.0005635225,0.0003011245
123,2.323922E-06,0.0003021842,0.2637659,0.001083697,0.0003021842
123.6,1.952094E-06,0.000303467,0.2650526,0.0009103055,0.000303467
124.2,1.859137E-06,0.0003046104,0.2663393,0.0008669576,0.0003046104
124.8,2.323922E-06,0.0003058653,0.2676259,0.001083697,0.0003058653
125.4,2.602792E-06,0.0003073433,0.2689126,0.001213741,0.0003073433
126,1.673224E-06,0.0003086261,0.2701993,0.0007802619,0.0003086261
126.6,1.022526E-06,0.0003094348,0.2714859,0.0004768267,0.0003094348
127.2,8.366119E-07,0.0003099926,0.2727726,0.0003901309,0.0003099926
127.8,1.208439E-06,0.0003106061,0.2740593,0.0005635225,0.0003106061
128.4,8.366119E-07,0.0003112196,0.2753459,0.0003901309,0.0003112196
129,0,0.0003114706,0.2766326,0,0.0003114706
129.6,4.647844E-07,0.00031161,0.2779192,0.0002167394,0.00031161
130.2,9.295687E-07,0.0003120283,0.2792059,0.0004334788,0.0003120283
130.8,3.718275E-07,0.0003124188,0.2804926,0.0001733915,0.0003124188
131.4,7.43655E-07,0.0003127534,0.2817792,0.0003467831,0.0003127534
132,1.580267E-06,0.0003134506,0.2830659,0.000736914,0.0003134506
132.6,1.673224E-06,0.0003144266,0.2843526,0.0007802619,0.0003144266
133.2,1.766181E-06,0.0003154584,0.2856392,0.0008236098,0.0003154584
133.8,1.766181E-06,0.0003165182,0.2869259,0.0008236098,0.0003165182
134.4,1.766181E-06,0.0003175779,0.2882125,0.0008236098,0.0003175779
135,1.580267E-06,0.0003185818,0.2894992,0.000736914,0.0003185818
135.6,1.394353E-06,0.0003194742,0.2907859,0.0006502182,0.0003194742
136.2,9.295687E-07,0.0003201714,0.2920725,0.0004334788,0.0003201714
136.8,1.115482E-06,0.0003207849,0.2933592,0.0005201746,0.0003207849
137.4,1.766181E-06,0.0003216494,0.2946459,0.0008236098,0.0003216494
138,1.48731E-06,0.0003226254,0.2959325,0.0006935661,0.0003226254
138.6,1.301396E-06,0.000323462,0.2972192,0.0006068704,0.000323462
139.2,2.045051E-06,0.000324466,0.2985059,0.0009536534,0.000324466
139.8,2.045051E-06,0.000325693,0.2997925,0.0009536534,0.000325693
140.4,1.580267E-06,0.0003267806,0.3010792,0.000736914,0.0003267806
141,1.301396E-06,0.0003276451,0.3023658,0.0006068704,0.0003276451
141.6,1.48731E-06,0.0003284817,0.3036525,0.0006935661,0.0003284817
142.2,1.208439E-06,0.0003292904,0.3049392,0.0005635225,0.0003292904
142.8,1.673224E-06,0.0003301549,0.3062258,0.0007802619,0.0003301549
143.4,1.48731E-06,0.0003311031,0.3075125,0.0006935661,0.0003311031
144,1.673224E-06,0.0003320512,0.3087992,0.0007802619,0.0003320512
144.6,1.208439E-06,0.0003329157,0.3100858,0.0005635225,0.0003329157
145.2,1.859137E-06,0.000333836,0.3113725,0.0008669576,0.000333836
145.8,1.766181E-06,0.0003349236,0.3126591,0.0008236098,0.0003349236
146.4,2.045051E-06,0.000336067,0.3139458,0.0009536534,0.000336067
147,1.580267E-06,0.0003371546,0.3152325,0.000736914,0.0003371546
147.6,1.952094E-06,0.0003382143,0.3165191,0.0009103055,0.0003382143
148.2,2.323922E-06,0.0003394971,0.3178058,0.001083697,0.0003394971
148.8,2.230965E-06,0.0003408636,0.3190925,0.001040349,0.0003408636
149.4,2.323922E-06,0.00034223,0.3203791,0.001083697,0.00034223
150,2.695749E-06,0.0003437359,0.3216658,0.001257089,0.0003437359
150.6,2.416879E-06,0.0003452697,0.3229525,0.001127045,0.0003452697
151.2,2.230965E-06,0.0003466641,0.3242391,0.001040349,0.0003466641
151.8,2.230965E-06,0.0003480026,0.3255258,0.001040349,0.0003480026
152.4,2.045051E-06,0.0003492854,0.3268124,0.0009536534,0.0003492854
153,1.48731E-06,0.0003503452,0.3280991,0.0006935661,0.0003503452
153.6,1.673224E-06,0.0003512933,0.3293858,0.0007802619,0.0003512933
154.2,1.580267E-06,0.0003522694,0.3306724,0.000736914,0.0003522694
154.8,1.48731E-06,0.0003531896,0.3319591,0.0006935661,0.0003531896
155.4,2.138008E-06,0.0003542772,0.3332458,0.0009970013,0.0003542772
156,1.952094E-06,0.0003555043,0.3345324,0.0009103055,0.0003555043
156.6,2.045051E-06,0.0003567034,0.3358191,0.0009536534,0.0003567034
157.2,2.323922E-06,0.0003580141,0.3371057,0.001083697,0.0003580141
157.8,2.416879E-06,0.0003594363,0.3383924,0.001127045,0.0003594363
158.4,2.138008E-06,0.0003608028,0.3396791,0.0009970013,0.0003608028
159,1.952094E-06,0.0003620298,0.3409657,0.0009103055,0.0003620298
159.6,1.859137E-06,0.0003631732,0.3422524,0.0008669576,0.0003631732
160.2,1.673224E-06,0.0003642329,0.3435391,0.0007802619,0.0003642329
160.8,1.580267E-06,0.000365209,0.3448257,0.000736914,0.000365209
161.4,2.602792E-06,0.0003664639,0.3461124,0.001213741,0.0003664639
162,1.952094E-06,0.0003678303,0.3473991,0.0009103055,0.0003678303
162.6,2.602792E-06,0.0003691968,0.3486857,0.001213741,0.0003691968
163.2,2.602792E-06,0.0003707585,0.3499724,0.001213741,0.0003707585
163.8,2.97462E-06,0.0003724317,0.351259,0.001387132,0.0003724317
164.4,3.718275E-06,0.0003744396,0.3525457,0.001733915,0.0003744396
165,3.067577E-06,0.0003764753,0.3538324,0.00143048,0.0003764753
165.6,3.811232E-06,0.000378539,0.355119,0.001777263,0.000378539
166.2,3.532361E-06,0.0003807421,0.3564057,0.00164722,0.0003807421
166.8,3.997146E-06,0.0003830009,0.3576924,0.001863959,0.0003830009
167.4,5.112628E-06,0.0003857338,0.358979,0.002384134,0.0003857338
168,4.926714E-06,0.0003887456,0.3602657,0.002297438,0.0003887456
168.6,6.22811E-06,0.0003920921,0.3615523,0.002904308,0.0003920921
169.2,7.250636E-06,0.0003961357,0.362839,0.003381135,0.0003961357
169.8,7.901334E-06,0.0004006813,0.3641257,0.00368457,0.0004006813
170.4,9.481601E-06,0.0004058962,0.3654123,0.004421484,0.0004058962
171,1.050413E-05,0.0004118919,0.366699,0.004898311,0.0004118919
171.6,1.189848E-05,0.0004186127,0.3679857,0.005548529,0.0004186127
172.2,1.245622E-05,0.0004259191,0.3692723,0.005808616,0.0004259191
172.8,1.48731E-05,0.0004341179,0.370559,0.006935661,0.0004341179
173.4,1.654632E-05,0.0004435437,0.3718457,0.007715923,0.0004435437
174,1.89632E-05,0.0004541966,0.3731323,0.008842968,0.0004541966
174.6,2.203078E-05,0.0004664948,0.374419,0.01027345,0.0004664948
175.2,2.537723E-05,0.0004807172,0.3757056,0.01183397,0.0004807172
175.8,2.993211E-05,0.00049731,0.3769923,0.01395802,0.00049731
176.4,3.355743E-05,0.0005163568,0.378279,0.01564859,0.0005163568
177,3.560248E-05,0.0005371048,0.3795656,0.01660224,0.0005371048
177.6,3.92278E-05,0.0005595539,0.3808523,0.01829281,0.0005595539
178.2,4.136581E-05,0.000583732,0.382139,0.01928981,0.000583732
178.8,4.638548E-05,0.0006100574,0.3834256,0.02163059,0.0006100574
179.4,4.731505E-05,0.0006381675,0.3847123,0.02206407,0.0006381675
180,4.973193E-05,0.0006672816,0.3859989,0.02319112,0.0006672816
180.6,5.261359E-05,0.0006979853,0.3872856,0.0245349,0.0006979853
181.2,5.930648E-05,0.0007315613,0.3885723,0.02765595,0.0007315613
181.8,6.079379E-05,0.0007675914,0.3898589,0.02834952,0.0007675914
182.4,6.302476E-05,0.0008047369,0.3911456,0.02938986,0.0008047369
183,6.795147E-05,0.0008440298,0.3924323,0.0316873,0.0008440298
183.6,8.087248E-05,0.000888677,0.3937189,0.03771266,0.000888677
184.2,8.868086E-05,0.000939543,0.3950056,0.04135388,0.000939543
184.8,0.0001073652,0.0009983568,0.3962923,0.0500668,0.0009983568
185.4,0.0001296748,0.001069469,0.3975789,0.0604703,0.001069469
186,0.0001345086,0.001148724,0.3988656,0.06272439,0.001148724
186.6,0.0001452916,0.001232664,0.4001522,0.06775274,0.001232664
187.2,0.0001527281,0.00132207,0.4014389,0.07122057,0.00132207
187.8,0.000153007,0.00141379,0.4027256,0.07135061,0.00141379
188.4,0.0001433395,0.001502694,0.4040122,0.06684243,0.001502694
189,0.0001417592,0.001588224,0.4052989,0.06610552,0.001588224
189.6,0.0001324635,0.001670491,0.4065856,0.06177073,0.001670491
190.2,0.0001305114,0.001749383,0.4078722,0.06086043,0.001749383
190.8,0.0001302326,0.001827606,0.4091589,0.06073038,0.001827606
191.4,0.0001268861,0.001904742,0.4104455,0.05916986,0.001904742
192,0.0001373903,0.001984025,0.4117322,0.06406817,0.001984025
192.6,0.0001504042,0.002070363,0.4130189,0.07013687,0.002070363
193.2,0.0001742941,0.002167773,0.4143055,0.08127728,0.002167773
193.8,0.0002067361,0.002282082,0.4155922,0.09640569,0.002282082
194.4,0.0002326711,0.002413904,0.4168789,0.1084997,0.002413904
195,0.00024364,0.002556797,0.4181655,0.1136148,0.002556797
195.6,0.0002538652,0.002706049,0.4194522,0.1183831,0.002706049
196.2,0.0002502399,0.00285728,0.4207389,0.1166925,0.00285728
196.8,0.0002824959,0.003017101,0.4220255,0.1317342,0.003017101
197.4,0.0002934648,0.003189889,0.4233122,0.1368493,0.003189889
198,0.0002902114,0.003364992,0.4245988,0.1353321,0.003364992
198.6,0.0003172618,0.003547234,0.4258855,0.1479463,0.003547234
199.2,0.0003352954,0.003743001,0.4271722,0.1563558,0.003743001
199.8,0.0003310194,0.003942896,0.4284588,0.1543618,0.003942896
200.4,0.0003493319,0.004147001,0.4297455,0.1629013,0.004147001
201,0.0003616022,0.004360282,0.4310322,0.1686233,0.004360282
201.6,0.0003401292,0.004570801,0.4323188,0.1586099,0.004570801
202.2,0.0003505404,0.004778002,0.4336055,0.1634649,0.004778002
202.8,0.0003899541,0.00500015,0.4348921,0.1818444,0.00500015
203.4,0.0003570473,0.005224251,0.4361788,0.1664992,0.005224251
204,0.0003756387,0.005444056,0.4374655,0.1751688,0.005444056
204.6,0.0003801007,0.005670778,0.4387521,0.1772495,0.005670778
205.2,0.0003775908,0.005898086,0.4400388,0.1760791,0.005898086
205.8,0.0004047342,0.006132783,0.4413255,0.1887367,0.006132783
206.4,0.0004214665,0.006380643,0.4426121,0.1965393,0.006380643
207,0.0004184918,0.006632631,0.4438988,0.1951522,0.006632631
207.6,0.0004242552,0.006885455,0.4451855,0.1978397,0.006885455
208.2,0.0004502831,0.007147816,0.4464721,0.2099771,0.007147816
208.8,0.0004570689,0.007420022,0.4477588,0.2131415,0.007420022
209.4,0.0004510267,0.007692451,0.4490454,0.2103239,0.007692451
210,0.0004441479,0.007961003,0.4503321,0.2071162,0.007961003
210.6,0.0004559535,0.008231034,0.4516188,0.2126214,0.008231034
211.2,0.0004652491,0.008507394,0.4529054,0.2169562,0.008507394
211.8,0.0004962967,0.008795858,0.4541921,0.2314343,0.008795858
212.4,0.0005220458,0.009101361,0.4554788,0.2434417,0.009101361
213,0.0006171407,0.009443117,0.4567654,0.2877866,0.009443117
213.6,0.0006276448,0.009816552,0.4580521,0.2926849,0.009816552
214.2,0.000650884,0.01020011,0.4593387,0.3035219,0.01020011
214.8,0.000726458,0.01061331,0.4606254,0.3387637,0.01061331
215.4,0.0007021962,0.01104191,0.4619121,0.3274499,0.01104191
216,0.0006969906,0.01146167,0.4631987,0.3250224,0.01146167
216.6,0.0006815598,0.01187523,0.4644854,0.3178267,0.01187523
217.2,0.000696154,0.01228855,0.4657721,0.3246323,0.01228855
217.8,0.000691878,0.01270495,0.4670587,0.3226383,0.01270495
218.4,0.0006954104,0.01312114,0.4683454,0.3242855,0.01312114
219,0.0006822105,0.01353443,0.4696321,0.3181301,0.01353443
219.6,0.0007455141,0.01396275,0.4709187,0.34765,0.01396275
220.2,0.000760852,0.01441465,0.4722054,0.3548024,0.01441465
220.8,0.000801846,0.01488346,0.473492,0.3739188,0.01488346
221.4,0.0008253641,0.01537163,0.4747787,0.3848858,0.01537163
222,0.0009364475,0.01590017,0.4760654,0.4366866,0.01590017
222.6,0.0009522502,0.01646678,0.477352,0.4440557,0.01646678
223.2,0.001027359,0.01706066,0.4786387,0.4790808,0.01706066
