t(s),E(s),F(s),theta,E(theta),F(theta)
555,1.066895E-05,0.9996102,4.09093,0.001447383,0.9996102
555.6,1.045253E-05,0.9996166,4.095353,0.00141802,0.9996166
556.2,1.044583E-05,0.9996228,4.099775,0.001417114,0.9996228
556.8,1.083636E-05,0.9996292,4.104198,0.001470111,0.9996292
557.4,1.052115E-05,0.9996356,4.10862,0.001427345,0.9996356
558,1.034329E-05,0.9996419,4.113043,0.001403192,0.9996419
558.6,1.032485E-05,0.9996481,4.117466,0.0014007,0.9996481
559.2,1.022309E-05,0.9996543,4.121889,0.001386909,0.9996543
559.8,1.003763E-05,0.9996603,4.126311,0.001361755,0.9996603
560.4,9.660896E-06,0.9996662,4.130734,0.001310635,0.9996662
561,9.940121E-06,0.9996721,4.135156,0.001348513,0.9996721
561.6,1.097746E-05,0.9996784,4.139579,0.001489243,0.9996784
562.2,1.071036E-05,0.9996849,4.144002,0.001453017,0.9996849
562.8,9.722029E-06,0.999691,4.148424,0.001318923,0.999691
563.4,1.059737E-05,0.9996971,4.152847,0.001437671,0.9996971
564,1.043744E-05,0.9997035,4.157269,0.001415981,0.9997035
564.6,1.063297E-05,0.9997098,4.161692,0.001442495,0.9997098
565.2,1.064805E-05,0.9997161,4.166115,0.001444534,0.9997161
565.8,1.032949E-05,0.9997224,4.170537,0.001401315,0.9997224
566.4,9.937664E-06,0.9997285,4.17496,0.001348156,0.9997285
567,9.586858E-06,0.9997344,4.179382,0.001300566,0.9997344
567.6,9.459566E-06,0.9997401,4.183805,0.001283311,0.9997401
568.2,9.8225E-06,0.9997459,4.188228,0.001332552,0.9997459
568.8,1.021935E-05,0.9997519,4.192651,0.001386391,0.9997519
569.4,9.928388E-06,0.999758,4.197073,0.001346927,0.999758
570,9.649163E-06,0.9997638,4.201496,0.001309049,0.9997638
570.6,1.016492E-05,0.9997697,4.205918,0.00137901,0.9997697
571.2,1.008664E-05,0.9997758,4.210341,0.001368391,0.9997758
571.8,9.872284E-06,0.9997818,4.214764,0.001339319,0.9997818
572.4,1.123825E-05,0.9997881,4.219186,0.001524629,0.9997881
573,1.044957E-05,0.9997947,4.223609,0.001417632,0.9997947
573.6,9.785226E-06,0.9998007,4.228031,0.001327502,0.9998007
574.2,9.678441E-06,0.9998065,4.232454,0.001313032,0.9998065
574.8,1.012804E-05,0.9998125,4.236876,0.001374025,0.9998125
575.4,8.899826E-06,0.9998182,4.2413,0.001207395,0.9998182
576,8.126239E-06,0.9998233,4.245722,0.001102437,0.9998233
576.6,7.741122E-06,0.9998281,4.250145,0.001050185,0.9998281
577.2,7.512969E-06,0.9998327,4.254567,0.001019235,0.9998327
577.8,7.439712E-06,0.9998372,4.25899,0.001009296,0.9998372
578.4,8.235091E-06,0.9998418,4.263413,0.001117199,0.9998418
579,8.24515E-06,0.9998468,4.267835,0.001118559,0.9998468
579.6,8.614788E-06,0.9998518,4.272258,0.001168706,0.9998518
580.2,8.1924E-06,0.9998569,4.27668,0.001111404,0.9998569
580.8,8.122496E-06,0.9998618,4.281103,0.001101919,0.9998618
581.4,8.815728E-06,0.9998668,4.285525,0.001195966,0.9998668
582,7.744475E-06,0.9998718,4.289948,0.001050638,0.9998718
582.6,8.348971E-06,0.9998767,4.294371,0.001132641,0.9998767
583.2,8.832491E-06,0.9998818,4.298793,0.001198231,0.9998818
583.8,7.917811E-06,0.9998869,4.303216,0.001074141,0.9998869
584.4,7.972629E-06,0.9998916,4.307639,0.001081588,0.9998916
585,8.315445E-06,0.9998965,4.312062,0.00112811,0.9998965
585.6,7.995594E-06,0.9999014,4.316484,0.001084729,0.9999014
586.2,8.058402E-06,0.9999062,4.320907,0.001093243,0.9999062
586.8,8.436423E-06,0.9999112,4.325329,0.001144524,0.9999112
587.4,8.669212E-06,0.9999163,4.329752,0.001176088,0.9999163
588,9.086575E-06,0.9999216,4.334174,0.001232711,0.9999216
588.6,9.589315E-06,0.9999272,4.338597,0.001300923,0.9999272
589.2,9.737117E-06,0.999933,4.34302,0.001320962,0.999933
589.8,8.822432E-06,0.9999386,4.347442,0.001196872,0.9999386
590.4,9.062715E-06,0.9999439,4.351865,0.001229473,0.9999439
591,9.662571E-06,0.9999496,4.356287,0.001310862,0.9999496
591.6,9.078191E-06,0.9999552,4.36071,0.001231578,0.9999552
592.2,9.306735E-06,0.9999607,4.365133,0.001262592,0.9999607
592.8,8.670892E-06,0.9999661,4.369556,0.001176315,0.9999661
593.4,8.175245E-06,0.9999712,4.373978,0.001109073,0.9999712
594,8.372831E-06,0.9999761,4.378401,0.001135879,0.9999761
