# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
4.50000000      	3.31939041e-01	2.38409680e-05	4.28026166e-04	1.54041452e-05	1.39824931e-03	3.63081352e+02
4.75000000      	3.31002319e-01	3.59191623e-05	4.33091934e-04	2.48544514e-05	1.97134617e-03	3.63092904e+02
5.00000000      	3.29784446e-01	5.19989346e-05	4.40338069e-04	3.81890895e-05	2.69186543e-03	3.63107791e+02
5.25000000      	3.28254692e-01	7.25770000e-05	4.50222274e-04	5.61412252e-05	3.56794155e-03	3.63126524e+02
5.50000000      	3.26392708e-01	9.79876892e-05	4.63139033e-04	7.93163281e-05	4.60108145e-03	3.63149518e+02
5.75000000      	3.24190187e-01	1.28371322e-04	4.79378986e-04	1.08133664e-04	5.78594388e-03	3.63177036e+02
6.00000000      	3.21651374e-01	1.63663239e-04	4.99099137e-04	1.42788428e-04	7.11074395e-03	3.63209179e+02
6.25000000      	3.18792449e-01	2.03602708e-04	5.22307310e-04	1.83237740e-04	8.55816448e-03	3.63245885e+02
6.50000000      	3.15640028e-01	2.47758201e-04	5.48861600e-04	2.29209653e-04	1.01066135e-02	3.63286945e+02
6.75000000      	3.12229028e-01	2.95563872e-04	5.78483253e-04	2.80231166e-04	1.17316539e-02	3.63332008e+02
7.00000000      	3.08600221e-01	3.46361807e-04	6.10779907e-04	3.35669586e-04	1.34074510e-02	3.63380633e+02
7.25000000      	3.04797740e-01	3.99444925e-04	6.45275307e-04	3.94780951e-04	1.51081117e-02	3.63432363e+02
7.50000000      	3.00866768e-01	4.54096314e-04	6.81441484e-04	4.56759503e-04	1.68088197e-02	3.63486579e+02
7.75000000      	2.96851535e-01	5.09622890e-04	7.18730448e-04	5.20784293e-04	1.84867403e-02	3.63542736e+02
8.00000000      	2.92793745e-01	5.65381053e-04	7.56602284e-04	5.86058720e-04	2.01216513e-02	3.63600257e+02
8.25000000      	2.88731416e-01	6.20795006e-04	7.94548730e-04	6.51842370e-04	2.16963439e-02	3.63658651e+02
8.50000000      	2.84698172e-01	6.75367094e-04	8.32110713e-04	7.17473307e-04	2.31967873e-02	3.63717431e+02
8.75000000      	2.80722872e-01	7.28682146e-04	8.68890447e-04	7.82382302e-04	2.46121275e-02	3.63776180e+02
9.00000000      	2.76829580e-01	7.80406252e-04	9.04557945e-04	8.46098981e-04	2.59345359e-02	3.63834481e+02
9.25000000      	2.73037734e-01	8.30282213e-04	9.38853300e-04	9.08252251e-04	2.71589732e-02	3.63892042e+02
9.50000000      	2.69362523e-01	8.78121816e-04	9.71584832e-04	9.68565089e-04	2.82828760e-02	3.63948568e+02
9.75000000      	2.65815337e-01	9.23797166e-04	1.00262480e-03	1.02684642e-03	2.93058241e-02	3.64003849e+02
10.00000000     	2.62404299e-01	9.67231030e-04	1.03190283e-03	1.08298017e-03	3.02291895e-02	3.64057637e+02
10.25000000     	2.59134752e-01	1.00838806e-03	1.05939869e-03	1.13691398e-03	3.10558118e-02	3.64109870e+02
10.50000000     	2.56009817e-01	1.04726554e-03	1.08513363e-03	1.18864621e-03	3.17896716e-02	3.64160345e+02
10.75000000     	2.53030802e-01	1.08388636e-03	1.10916251e-03	1.23821470e-03	3.24356203e-02	3.64209009e+02
11.00000000     	2.50197633e-01	1.11829219e-03	1.13156557e-03	1.28568531e-03	3.29991245e-02	3.64255777e+02
11.25000000     	2.47509182e-01	1.15053824e-03	1.15244108e-03	1.33114203e-03	3.34860545e-02	3.64300610e+02
11.50000000     	2.44963548e-01	1.18068904e-03	1.17189844e-03	1.37467824e-03	3.39025030e-02	3.64343437e+02
11.75000000     	2.42558264e-01	1.20881529e-03	1.19005244e-03	1.41638961e-03	3.42546369e-02	3.64384227e+02
12.00000000     	2.40290456e-01	1.23499157e-03	1.20701815e-03	1.45636833e-03	3.45485762e-02	3.64422976e+02
12.25000000     	2.38156953e-01	1.25929475e-03	1.22290690e-03	1.49469894e-03	3.47902978e-02	3.64459731e+02
12.50000000     	2.36154377e-01	1.28180276e-03	1.23782294e-03	1.53145502e-03	3.49855575e-02	3.64494386e+02
12.75000000     	2.34279156e-01	1.30259432e-03	1.25186145e-03	1.56669818e-03	3.51398368e-02	3.64527017e+02
13.00000000     	2.32527563e-01	1.32174841e-03	1.26510687e-03	1.60047721e-03	3.52582973e-02	3.64557676e+02
13.25000000     	2.30895729e-01	1.33934399e-03	1.27763215e-03	1.63282827e-03	3.53457511e-02	3.64586309e+02
13.50000000     	2.29379623e-01	1.35546020e-03	1.28949880e-03	1.66377662e-03	3.54066467e-02	3.64613017e+02
13.75000000     	2.27975064e-01	1.37017604e-03	1.30075721e-03	1.69333789e-03	3.54450643e-02	3.64637810e+02
14.00000000     	2.26677709e-01	1.38357044e-03	1.31144753e-03	1.72152048e-03	3.54647204e-02	3.64660762e+02
14.25000000     	2.25483065e-01	1.39572198e-03	1.32160085e-03	1.74832768e-03	3.54689707e-02	3.64681901e+02
14.50000000     	2.24386487e-01	1.40670884e-03	1.33124056e-03	1.77376027e-03	3.54608114e-02	3.64701351e+02
14.75000000     	2.23383200e-01	1.41660834e-03	1.34038374e-03	1.79781851e-03	3.54428874e-02	3.64719147e+02
15.00000000     	2.22468321e-01	1.42549678e-03	1.34904272e-03	1.82050437e-03	3.54175077e-02	3.64735348e+02
15.25000000     	2.21636877e-01	1.43344901e-03	1.35722647e-03	1.84182328e-03	3.53866658e-02	3.64750072e+02
15.50000000     	2.20883847e-01	1.44053804e-03	1.36494185e-03	1.86178549e-03	3.53520619e-02	3.64763434e+02
15.75000000     	2.20204195e-01	1.44683467e-03	1.37219476e-03	1.88040697e-03	3.53151274e-02	3.64775453e+02
16.00000000     	2.19592903e-01	1.45240714e-03	1.37899112e-03	1.89771029e-03	3.52770490e-02	3.64786249e+02
16.25000000     	2.19045012e-01	1.45732080e-03	1.38533762e-03	1.91372472e-03	3.52387931e-02	3.64795893e+02
16.50000000     	2.18555658e-01	1.46163784e-03	1.39124226e-03	1.92848631e-03	3.52011303e-02	3.64804524e+02
16.75000000     	2.18120107e-01	1.46541698e-03	1.39671469e-03	1.94203732e-03	3.51646588e-02	3.64812161e+02
17.00000000     	2.17733782e-01	1.46871337e-03	1.40176649e-03	1.95442589e-03	3.51298270e-02	3.64818949e+02
17.25000000     	2.17392298e-01	1.47157845e-03	1.40641113e-03	1.96570507e-03	3.50969549e-02	3.64824920e+02
17.50000000     	2.17091475e-01	1.47405989e-03	1.41066396e-03	1.97593208e-03	3.50662539e-02	3.64830155e+02
17.75000000     	2.16827363e-01	1.47620157e-03	1.41454203e-03	1.98516725e-03	3.50378450e-02	3.64834737e+02
18.00000000     	2.16596252e-01	1.47804367e-03	1.41806382e-03	1.99347311e-03	3.50117753e-02	3.64838765e+02
18.25000000     	2.16394681e-01	1.47962273e-03	1.42124898e-03	2.00091336e-03	3.49880333e-02	3.64842258e+02
18.50000000     	2.16219440e-01	1.48097180e-03	1.42411800e-03	2.00755199e-03	3.49665611e-02	3.64845279e+02
18.75000000     	2.16067572e-01	1.48212059e-03	1.42669190e-03	2.01345243e-03	3.49472666e-02	3.64847882e+02
19.00000000     	2.15936371e-01	1.48309570e-03	1.42899194e-03	2.01867684e-03	3.49300326e-02	3.64850179e+02
19.25000000     	2.15823370e-01	1.48392074e-03	1.43103927e-03	2.02328539e-03	3.49147251e-02	3.64852105e+02
19.50000000     	2.15726336e-01	1.48461666e-03	1.43285473e-03	2.02733585e-03	3.49012002e-02	3.64853855e+02
19.75000000     	2.15643258e-01	1.48520186e-03	1.43445856e-03	2.03088303e-03	3.48893098e-02	3.64855273e+02
20.00000000     	2.15572333e-01	1.48569250e-03	1.43587027e-03	2.03397862e-03	3.48789054e-02	3.64856589e+02
20.25000000     	2.15511954e-01	1.48610264e-03	1.43710845e-03	2.03667087e-03	3.48698418e-02	3.64857558e+02
20.50000000     	2.15460695e-01	1.48644451e-03	1.43819064e-03	2.03900447e-03	3.48619800e-02	3.64858380e+02
20.75000000     	2.15417294e-01	1.48672866e-03	1.43913328e-03	2.04102065e-03	3.48551882e-02	3.64859166e+02
21.00000000     	2.15380645e-01	1.48696420e-03	1.43995166e-03	2.04275703e-03	3.48493434e-02	3.64859821e+02
21.25000000     	2.15349777e-01	1.48715891e-03	1.44065986e-03	2.04424780e-03	3.48443324e-02	3.64860356e+02
21.50000000     	2.15323842e-01	1.48731944e-03	1.44127079e-03	2.04552383e-03	3.48400513e-02	3.64860830e+02
21.75000000     	2.15302107e-01	1.48745144e-03	1.44179620e-03	2.04661284e-03	3.48364065e-02	3.64861216e+02
22.00000000     	2.15283934e-01	1.48755972e-03	1.44224673e-03	2.04753956e-03	3.48333135e-02	3.64861551e+02
22.25000000     	2.15268775e-01	1.48764831e-03	1.44263192e-03	2.04832598e-03	3.48306971e-02	3.64861814e+02
22.50000000     	2.15256160e-01	1.48772062e-03	1.44296032e-03	2.04899152e-03	3.48284905e-02	3.64862034e+02
22.75000000     	2.15245685e-01	1.48777949e-03	1.44323954e-03	2.04955326e-03	3.48266352e-02	3.64862233e+02
23.00000000     	2.15237005e-01	1.48782732e-03	1.44347632e-03	2.05002617e-03	3.48250795e-02	3.64862392e+02
23.25000000     	2.15229829e-01	1.48786608e-03	1.44367658e-03	2.05042329e-03	3.48237786e-02	3.64862525e+02
23.50000000     	2.15223908e-01	1.48789742e-03	1.44384553e-03	2.05075595e-03	3.48226937e-02	3.64862637e+02
23.75000000     	2.15219032e-01	1.48792271e-03	1.44398771e-03	2.05103394e-03	3.48217913e-02	3.64862726e+02
24.00000000     	2.15215025e-01	1.48794306e-03	1.44410708e-03	2.05126572e-03	3.48210425e-02	3.64862778e+02
24.25000000     	2.15211739e-01	1.48795942e-03	1.44420708e-03	2.05145851e-03	3.48204226e-02	3.64862843e+02
24.50000000     	2.15209049e-01	1.48797253e-03	1.44429064e-03	2.05161854e-03	3.48199106e-02	3.64862898e+02
24.75000000     	2.15206850e-01	1.48798301e-03	1.44436033e-03	2.05175107e-03	3.48194888e-02	3.64862952e+02
25.00000000     	2.15205057e-01	1.48799138e-03	1.44441832e-03	2.05186061e-03	3.48191420e-02	3.64862967e+02
25.25000000     	2.15203597e-01	1.48799805e-03	1.44446648e-03	2.05195095e-03	3.48188574e-02	3.64863000e+02
25.50000000     	2.15202410e-01	1.48800335e-03	1.44450638e-03	2.05202532e-03	3.48186244e-02	3.64863008e+02
25.75000000     	2.15201447e-01	1.48800756e-03	1.44453939e-03	2.05208641e-03	3.48184340e-02	3.64863025e+02
26.00000000     	2.15200666e-01	1.48801089e-03	1.44456664e-03	2.05213651e-03	3.48182787e-02	3.64863042e+02
26.25000000     	2.15200035e-01	1.48801352e-03	1.44458909e-03	2.05217752e-03	3.48181523e-02	3.64863058e+02
26.50000000     	2.15199525e-01	1.48801560e-03	1.44460756e-03	2.05221102e-03	3.48180496e-02	3.64863061e+02
26.75000000     	2.15199114e-01	1.48801724e-03	1.44462272e-03	2.05223834e-03	3.48179662e-02	3.64863072e+02
27.00000000     	2.15198783e-01	1.48801852e-03	1.44463514e-03	2.05226059e-03	3.48178988e-02	3.64863073e+02
27.25000000     	2.15198516e-01	1.48801953e-03	1.44464531e-03	2.05227867e-03	3.48178443e-02	3.64863068e+02
27.50000000     	2.15198303e-01	1.48802032e-03	1.44465362e-03	2.05229335e-03	3.48178002e-02	3.64863069e+02
27.75000000     	2.15198131e-01	1.48802094e-03	1.44466039e-03	2.05230524e-03	3.48177648e-02	3.64863062e+02
28.00000000     	2.15197994e-01	1.48802142e-03	1.44466591e-03	2.05231486e-03	3.48177363e-02	3.64863066e+02
28.25000000     	2.15197884e-01	1.48802180e-03	1.44467040e-03	2.05232263e-03	3.48177133e-02	3.64863081e+02
28.50000000     	2.15197796e-01	1.48802209e-03	1.44467404e-03	2.05232890e-03	3.48176950e-02	3.64863093e+02
28.75000000     	2.15197726e-01	1.48802232e-03	1.44467699e-03	2.05233395e-03	3.48176802e-02	3.64863084e+02
29.00000000     	2.15197670e-01	1.48802250e-03	1.44467938e-03	2.05233801e-03	3.48176684e-02	3.64863092e+02
29.25000000     	2.15197626e-01	1.48802263e-03	1.44468132e-03	2.05234127e-03	3.48176590e-02	3.64863073e+02
29.50000000     	2.15197590e-01	1.48802274e-03	1.44468288e-03	2.05234389e-03	3.48176515e-02	3.64863082e+02
29.75000000     	2.15197562e-01	1.48802282e-03	1.44468414e-03	2.05234599e-03	3.48176455e-02	3.64863097e+02
30.00000000     	2.15197540e-01	1.48802288e-03	1.44468515e-03	2.05234766e-03	3.48176408e-02	3.64863081e+02
