# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
12.00000000     	3.18730707e-01	1.12070995e-04	4.36719732e-04	5.27920596e-05	1.18513552e-02	3.74281569e+02
12.25000000     	3.18729851e-01	1.12075111e-04	4.36720435e-04	5.27949510e-05	1.18519743e-02	3.74281564e+02
12.50000000     	3.18729316e-01	1.12077634e-04	4.36720867e-04	5.27967189e-05	1.18523600e-02	3.74281587e+02
12.75000000     	3.18728986e-01	1.12079166e-04	4.36721129e-04	5.27977891e-05	1.18525979e-02	3.74281586e+02
13.00000000     	3.18728785e-01	1.12080087e-04	4.36721287e-04	5.27984307e-05	1.18527432e-02	3.74281598e+02
13.25000000     	3.18728662e-01	1.12080636e-04	4.36721382e-04	5.27988119e-05	1.18528312e-02	3.74281605e+02
13.50000000     	3.18728589e-01	1.12080961e-04	4.36721438e-04	5.27990363e-05	1.18528840e-02	3.74281612e+02
13.75000000     	3.18728545e-01	1.12081151e-04	4.36721471e-04	5.27991673e-05	1.18529153e-02	3.74281601e+02
14.00000000     	3.18728519e-01	1.12081262e-04	4.36721490e-04	5.27992431e-05	1.18529338e-02	3.74281607e+02
14.25000000     	3.18728504e-01	1.12081325e-04	4.36721501e-04	5.27992866e-05	1.18529446e-02	3.74281605e+02
14.50000000     	3.18728495e-01	1.12081361e-04	4.36721507e-04	5.27993113e-05	1.18529509e-02	3.74281600e+02
14.75000000     	3.18728490e-01	1.12081382e-04	4.36721511e-04	5.27993252e-05	1.18529545e-02	3.74281592e+02
15.00000000     	3.18728487e-01	1.12081394e-04	4.36721513e-04	5.27993330e-05	1.18529566e-02	3.74281600e+02
15.25000000     	3.18728486e-01	1.12081400e-04	4.36721514e-04	5.27993373e-05	1.18529577e-02	3.74281616e+02
15.50000000     	3.18728485e-01	1.12081404e-04	4.36721515e-04	5.27993397e-05	1.18529584e-02	3.74281614e+02
15.75000000     	3.18728484e-01	1.12081406e-04	4.36721515e-04	5.27993411e-05	1.18529588e-02	3.74281607e+02
16.00000000     	3.18728484e-01	1.12081407e-04	4.36721515e-04	5.27993419e-05	1.18529590e-02	3.74281604e+02
16.25000000     	3.18728484e-01	1.12081408e-04	4.36721515e-04	5.27993425e-05	1.18529591e-02	3.74281601e+02
16.50000000     	3.18728484e-01	1.12081409e-04	4.36721515e-04	5.27993430e-05	1.18529592e-02	3.74281603e+02
16.75000000     	3.18728484e-01	1.12081409e-04	4.36721516e-04	5.27993434e-05	1.18529593e-02	3.74281632e+02
17.00000000     	3.18728484e-01	1.12081410e-04	4.36721516e-04	5.27993438e-05	1.18529594e-02	3.74281609e+02
17.25000000     	3.18728483e-01	1.12081410e-04	4.36721516e-04	5.27993442e-05	1.18529594e-02	3.74281616e+02
17.50000000     	3.18728483e-01	1.12081411e-04	4.36721516e-04	5.27993445e-05	1.18529595e-02	3.74281613e+02
17.75000000     	3.18728483e-01	1.12081411e-04	4.36721516e-04	5.27993449e-05	1.18529595e-02	3.74281596e+02
18.00000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993451e-05	1.18529596e-02	3.74281607e+02
18.25000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993454e-05	1.18529596e-02	3.74281619e+02
18.50000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993455e-05	1.18529596e-02	3.74281589e+02
18.75000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993456e-05	1.18529596e-02	3.74281620e+02
19.00000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993456e-05	1.18529596e-02	3.74281611e+02
19.25000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993456e-05	1.18529596e-02	3.74281600e+02
19.50000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993454e-05	1.18529596e-02	3.74281615e+02
19.75000000     	3.18728483e-01	1.12081412e-04	4.36721516e-04	5.27993452e-05	1.18529596e-02	3.74281616e+02
20.00000000     	3.18728483e-01	1.12081411e-04	4.36721516e-04	5.27993449e-05	1.18529595e-02	3.74281600e+02
