# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
12.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
12.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
13.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
13.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
13.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
13.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
14.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
14.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
14.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
14.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
15.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
15.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
15.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
15.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
16.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
16.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
16.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
16.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
17.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
17.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
17.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
17.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
18.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
18.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
18.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
18.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
19.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
19.25000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
19.50000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
19.75000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
20.00000000     	2.95440865e-01	8.85339505e-04	1.16768645e-03	8.67766137e-04	1.23498053e-02	3.65276976e+02
