t(s),E(s),F(s),theta,E(theta),F(theta)
235.8,0.003387048,0.6697588,1.083793,0.7373584,0.6697588
236.4,0.003356755,0.671782,1.08655,0.7308394,0.671782
237,0.003409795,0.6738119,1.089308,0.7422264,0.6738119
237.6,0.003449295,0.6758697,1.092066,0.751149,0.6758697
238.2,0.003386614,0.6779204,1.094824,0.737019,0.6779204
238.8,0.003425059,0.6799639,1.097582,0.7455151,0.6799639
239.4,0.00338204,0.6820061,1.100339,0.7361132,0.6820061
240,0.003401756,0.6840412,1.103097,0.7405283,0.6840412
240.6,0.003371732,0.6860732,1.105855,0.734008,0.6860732
241.2,0.003209767,0.6880477,1.108612,0.6986367,0.6880477
241.8,0.003344926,0.6900141,1.11137,0.7281912,0.6900141
242.4,0.003233607,0.6919876,1.114128,0.7039609,0.6919876
243,0.003203873,0.6939189,1.116885,0.6972244,0.6939189
243.6,0.003184137,0.6958353,1.119643,0.6932928,0.6958353
244.2,0.003367332,0.6978008,1.122401,0.7328774,0.6978008
244.8,0.003468985,0.6998516,1.125159,0.7550654,0.6998516
245.4,0.003313967,0.7018865,1.127917,0.7215109,0.7018865
246,0.003298581,0.7038703,1.130674,0.717843,0.7038703
246.6,0.003311435,0.7058533,1.133432,0.7209082,0.7058533
247.2,0.003243965,0.7078199,1.13619,0.7060991,0.7078199
247.8,0.003228228,0.7097616,1.138947,0.7025842,0.7097616
248.4,0.003231043,0.7116993,1.141705,0.7033308,0.7116993
249,0.003265183,0.7136482,1.144463,0.7107225,0.7136482
249.6,0.003214319,0.7155921,1.147221,0.699658,0.7155921
250.2,0.003186574,0.7175124,1.149978,0.6935522,0.7175124
250.8,0.003145232,0.7194119,1.152736,0.6847126,0.7194119
251.4,0.00308004,0.7212795,1.155494,0.6706769,0.7212795
252,0.00311445,0.7231378,1.158252,0.6781167,0.7231378
252.6,0.003192778,0.72503,1.16101,0.6950651,0.72503
253.2,0.003047019,0.7269019,1.163767,0.6633138,0.7269019
253.8,0.00293728,0.7286972,1.166525,0.6389692,0.7286972
254.4,0.002832202,0.730428,1.169283,0.6161247,0.730428
255,0.002898231,0.7321472,1.17204,0.6304662,0.7321472
255.6,0.002755256,0.7338432,1.174798,0.5993936,0.7338432
256.2,0.002782636,0.7355046,1.177556,0.6055943,0.7355046
256.8,0.002785378,0.737175,1.180313,0.6063718,0.737175
257.4,0.00276957,0.7388415,1.183071,0.6029387,0.7388415
258,0.002658593,0.7404699,1.185829,0.5788666,0.7404699
258.6,0.0027414,0.7420899,1.188587,0.5969122,0.7420899
259.2,0.002637169,0.7437035,1.191345,0.5743646,0.7437035
259.8,0.00277968,0.7453285,1.194102,0.6054163,0.7453285
260.4,0.002613387,0.7469465,1.19686,0.5692051,0.7469465
261,0.002652753,0.7485263,1.199618,0.577436,0.7485263
261.6,0.002556628,0.7500891,1.202376,0.5565909,0.7500891
262.2,0.00269242,0.7516639,1.205133,0.5859433,0.7516639
262.8,0.002797118,0.7533107,1.207891,0.6087401,0.7533107
263.4,0.002758436,0.7549774,1.210649,0.6003714,0.7549774
264,0.002708838,0.7566175,1.213406,0.5891924,0.7566175
264.6,0.002753997,0.7582564,1.216164,0.5994494,0.7582564
265.2,0.00269236,0.7598903,1.218922,0.5858029,0.7598903
265.8,0.00272362,0.7615151,1.22168,0.5930116,0.7615151
266.4,0.002693262,0.7631401,1.224438,0.5863728,0.7631401
267,0.002703806,0.7647593,1.227195,0.5888007,0.7647593
267.6,0.002617391,0.7663557,1.229953,0.5700011,0.7663557
268.2,0.002685087,0.7679464,1.232711,0.5848969,0.7679464
268.8,0.002608534,0.7695345,1.235468,0.5679612,0.7695345
269.4,0.002592966,0.7710949,1.238226,0.564562,0.7710949
270,0.002628641,0.7726614,1.240984,0.5723329,0.7726614
270.6,0.002507758,0.7742023,1.243741,0.5456772,0.7742023
271.2,0.002464902,0.7756941,1.2465,0.5363257,0.7756941
271.8,0.002451692,0.7771691,1.249257,0.5333682,0.7771691
272.4,0.002291926,0.7785922,1.252015,0.498424,0.7785922
273,0.002278842,0.7799634,1.254773,0.4956401,0.7799634
273.6,0.002253621,0.7813231,1.25753,0.4903434,0.7813231
274.2,0.002210644,0.7826624,1.260288,0.4811514,0.7826624
274.8,0.002312947,0.7840195,1.263046,0.50346,0.7840195
275.4,0.002284195,0.7853986,1.265804,0.4972224,0.7853986
276,0.00232223,0.7867806,1.268561,0.5055434,0.7867806
276.6,0.00243635,0.7882081,1.271319,0.5303052,0.7882081
277.2,0.002336733,0.7896401,1.274077,0.5087112,0.7896401
277.8,0.002536521,0.791102,1.276835,0.5521321,0.791102
278.4,0.002427223,0.7925912,1.279593,0.5282325,0.7925912
279,0.002320713,0.7940155,1.28235,0.5049283,0.7940155
279.6,0.00241817,0.7954372,1.285108,0.5259631,0.7954372
280.2,0.002411621,0.7968862,1.287866,0.5245411,0.7968862
280.8,0.002402536,0.7983304,1.290623,0.5226314,0.7983304
281.4,0.00243946,0.799783,1.293381,0.5306536,0.799783
282,0.002451704,0.8012503,1.296139,0.5335055,0.8012503
282.6,0.002343463,0.8026889,1.298896,0.5100377,0.8026889
283.2,0.002345315,0.8040956,1.301654,0.51048,0.8040956
283.8,0.00222172,0.8054656,1.304412,0.4835514,0.8054656
284.4,0.002198134,0.8067916,1.30717,0.4784187,0.8067916
285,0.002168441,0.8081016,1.309928,0.4718613,0.8081016
285.6,0.002122152,0.8093888,1.312685,0.4619757,0.8093888
286.2,0.002175069,0.8106779,1.315443,0.473635,0.8106779
286.8,0.00220121,0.8119908,1.318201,0.4792603,0.8119908
287.4,0.002228885,0.8133199,1.320958,0.4851748,0.8133199
288,0.002121245,0.8146249,1.323716,0.4617415,0.8146249
288.6,0.002089923,0.8158882,1.326474,0.4546764,0.8158882
289.2,0.002034504,0.8171255,1.329232,0.4426567,0.8171255
289.8,0.0020204,0.818342,1.331989,0.4394507,0.818342
290.4,0.00197052,0.8195393,1.334747,0.4287664,0.8195393
291,0.001925618,0.8207081,1.337505,0.4191978,0.8207081
291.6,0.001949788,0.8218708,1.340263,0.4242315,0.8218708
292.2,0.001908678,0.8230283,1.343021,0.4155317,0.8230283
292.8,0.001961698,0.8241894,1.345778,0.4267765,0.8241894
293.4,0.001837034,0.825329,1.348536,0.3997236,0.825329
294,0.001921292,0.8264565,1.351294,0.4181443,0.8264565
294.6,0.001898538,0.8276025,1.354051,0.4132794,0.8276025
295.2,0.001968589,0.8287626,1.356809,0.4286633,0.8287626
295.8,0.001992139,0.8299508,1.359567,0.4338997,0.8299508
296.4,0.001997862,0.8311479,1.362324,0.4349998,0.8311479
297,0.00188506,0.8323127,1.365082,0.4104407,0.8323127
297.6,0.001940558,0.8334604,1.36784,0.4223547,0.8334604
298.2,0.001899626,0.8346125,1.370598,0.4134119,0.8346125
298.8,0.002011301,0.8357857,1.373356,0.4377465,0.8357857
299.4,0.001966952,0.8369792,1.376113,0.4280333,0.8369792
300,0.00193634,0.8381502,1.378871,0.4215095,0.8381502
300.6,0.001798419,0.8392706,1.381629,0.3911876,0.8392706
301.2,0.001829804,0.8403591,1.384386,0.3981762,0.8403591
301.8,0.001775768,0.8414407,1.387144,0.3865226,0.8414407
302.4,0.001756428,0.8425004,1.389902,0.3823452,0.8425004
303,0.001744242,0.8435506,1.39266,0.3798182,0.8435506
303.6,0.001773587,0.8446059,1.395417,0.3860816,0.8446059
304.2,0.001740009,0.84566,1.398175,0.378764,0.84566
304.8,0.00172943,0.8467009,1.400933,0.3762779,0.8467009
305.4,0.001777305,0.8477529,1.403691,0.3866661,0.8477529
306,0.001823371,0.8488331,1.406449,0.3967104,0.8488331
306.6,0.001828096,0.8499286,1.409206,0.3977868,0.8499286
307.2,0.001785117,0.8510125,1.411964,0.3885534,0.8510125
307.8,0.001778554,0.8520816,1.414722,0.3870786,0.8520816
308.4,0.001764162,0.8531444,1.417479,0.3841147,0.8531444
309,0.001676505,0.8541766,1.420237,0.3648928,0.8541766
309.6,0.001667079,0.8551797,1.422995,0.3628993,0.8551797
310.2,0.001557636,0.8561471,1.425752,0.3390232,0.8561471
310.8,0.001595666,0.8570931,1.42851,0.3471754,0.8570931
311.4,0.001549022,0.8580365,1.431268,0.3371217,0.8580365
312,0.00154872,0.8589658,1.434026,0.3369153,0.8589658
312.6,0.001554006,0.8598967,1.436784,0.3380781,0.8598967
313.2,0.001515609,0.8608175,1.439541,0.329768,0.8608175
313.8,0.001484642,0.8617176,1.442299,0.3231044,0.8617176
314.4,0.001493118,0.8626109,1.445057,0.3250826,0.8626109
315,0.001515457,0.8635135,1.447815,0.3299047,0.8635135
315.6,0.001501489,0.8644186,1.450572,0.3269711,0.8644186
316.2,0.001483662,0.8653142,1.45333,0.3231031,0.8653142
316.8,0.001425462,0.8661869,1.456088,0.3103291,0.8661869
317.4,0.001480068,0.8670585,1.458845,0.3222428,0.8670585
318,0.001420203,0.8679286,1.461603,0.3090888,0.8679286
318.6,0.001429238,0.8687834,1.464361,0.3111138,0.8687834
319.2,0.001429903,0.8696412,1.467119,0.3111839,0.8696412
319.8,0.001445947,0.8705039,1.469877,0.3146124,0.8705039
320.4,0.001446238,0.8713716,1.472634,0.3147445,0.8713716
321,0.001467846,0.8722458,1.475392,0.3193686,0.8722458
321.6,0.001425212,0.8731137,1.47815,0.3101093,0.8731137
322.2,0.001406501,0.8739633,1.480907,0.3059782,0.8739633
322.8,0.001441715,0.8748177,1.483665,0.3136159,0.8748177
323.4,0.001401295,0.8756706,1.486423,0.3049518,0.8756706
324,0.001424045,0.8765182,1.48918,0.3099129,0.8765182
324.6,0.001372522,0.8773572,1.491939,0.2986397,0.8773572
325.2,0.001375511,0.8781816,1.494696,0.299408,0.8781816
325.8,0.001367208,0.8790044,1.497454,0.2975573,0.8790044
326.4,0.001386829,0.8798306,1.500212,0.3018479,0.8798306
327,0.001459796,0.8806846,1.502969,0.3176578,0.8806846
327.6,0.001445394,0.8815562,1.505727,0.3146411,0.8815562
328.2,0.001385289,0.8824054,1.508485,0.3014664,0.8824054
328.8,0.001332197,0.8832206,1.511243,0.2900224,0.8832206
329.4,0.001309071,0.884013,1.514,0.2851106,0.884013
330,0.001319395,0.8848016,1.516758,0.2873194,0.8848016
330.6,0.001316917,0.8855925,1.519516,0.2867938,0.8855925
331.2,0.00129453,0.8863759,1.522273,0.2817621,0.8863759
331.8,0.001322328,0.8871609,1.525032,0.2878377,0.8871609
332.4,0.001277429,0.8879409,1.527789,0.2779717,0.8879409
333,0.001235995,0.8886949,1.530547,0.2691234,0.8886949
333.6,0.001271973,0.8894473,1.533305,0.2768301,0.8894473
334.2,0.001233171,0.8901988,1.536062,0.2683807,0.8901988
334.8,0.001252071,0.8909444,1.53882,0.2724578,0.8909444
335.4,0.001258587,0.8916976,1.541578,0.2738263,0.8916976
336,0.001278719,0.8924588,1.544335,0.2782037,0.8924588
336.6,0.001298969,0.8932321,1.547093,0.2827304,0.8932321
337.2,0.001277722,0.8940051,1.549851,0.278001,0.8940051
337.8,0.001351708,0.8947939,1.552608,0.294239,0.8947939
338.4,0.001284718,0.8955849,1.555367,0.2795609,0.8955849
339,0.001271633,0.8963518,1.558124,0.2767328,0.8963518
339.6,0.001254867,0.8971097,1.560882,0.273099,0.8971097
340.2,0.001206843,0.8978482,1.56364,0.2626441,0.8978482
340.8,0.001184652,0.8985657,1.566397,0.2579499,0.8985657
341.4,0.001201123,0.8992814,1.569155,0.261529,0.8992814
342,0.001181411,0.8999961,1.571913,0.2572196,0.8999961
342.6,0.001177747,0.9007039,1.574671,0.2564048,0.9007039
343.2,0.001112349,0.901391,1.577428,0.2421156,0.901391
343.8,0.001141893,0.9020672,1.580186,0.2486262,0.9020672
344.4,0.001120251,0.9027458,1.582944,0.243899,0.9027458
345,0.001094261,0.9034102,1.585702,0.2383095,0.9034102
345.6,0.001079091,0.9040622,1.58846,0.2349234,0.9040622
346.2,0.001051387,0.9047013,1.591217,0.2288464,0.9047013
346.8,0.001073184,0.9053387,1.593975,0.2335233,0.9053387
347.4,0.001049671,0.9059756,1.596733,0.2283986,0.9059756
348,0.00106829,0.906611,1.59949,0.232374,0.906611
348.6,0.001020098,0.9072375,1.602248,0.2219274,0.9072375
349.2,0.001029604,0.9078524,1.605006,0.2239043,0.9078524
349.8,0.001032848,0.9084711,1.607763,0.2245633,0.9084711
350.4,0.0009853229,0.9090766,1.610521,0.2143376,0.9090766
351,0.0009801009,0.9096662,1.613279,0.2131592,0.9096662
351.6,0.001037908,0.9102716,1.616037,0.2257501,0.9102716
352.2,0.001063778,0.9109021,1.618795,0.231554,0.9109021
352.8,0.001054183,0.9115375,1.621552,0.229499,0.9115375
353.4,0.001034091,0.912164,1.62431,0.2251385,0.912164
354,0.0009992417,0.912774,1.627068,0.2175689,0.912774
354.6,0.00100299,0.9133747,1.629825,0.2183809,0.9133747
355.2,0.001032026,0.9139852,1.632583,0.2246456,0.9139852
355.8,0.001052472,0.9146105,1.635341,0.2291414,0.9146105
356.4,0.001029503,0.9152351,1.638099,0.2240879,0.9152351
357,0.001001888,0.9158445,1.640856,0.2180407,0.9158445
357.6,0.0009913264,0.9164425,1.643614,0.2156689,0.9164425
358.2,0.0009699898,0.9170309,1.646372,0.210899,0.9170309
358.8,0.0009369866,0.917603,1.64913,0.203907,0.917603
359.4,0.000947945,0.9181684,1.651888,0.20621,0.9181684
360,0.000937966,0.9187342,1.654645,0.2040244,0.9187342
360.6,0.0009292751,0.9192944,1.657403,0.2021246,0.9192944
361.2,0.0009304115,0.9198523,1.660161,0.2022552,0.9198523
361.8,0.0009109928,0.9204047,1.662918,0.198085,0.9204047
362.4,0.0008841919,0.9209433,1.665676,0.1923303,0.9209433
363,0.0008585539,0.9214661,1.668434,0.186801,0.9214661
363.6,0.0008794434,0.9219875,1.671191,0.1914277,0.9219875
364.2,0.0008785583,0.9225149,1.673949,0.1912431,0.9225149
364.8,0.0008538392,0.9230346,1.676707,0.185854,0.9230346
365.4,0.0008928862,0.9235586,1.679465,0.1944036,0.9235586
366,0.0009147565,0.9241009,1.682223,0.1991522,0.9241009
366.6,0.0008642101,0.9246346,1.68498,0.1881034,0.9246346
367.2,0.00084389,0.925147,1.687738,0.1836732,0.925147
367.8,0.0008390547,0.9256519,1.690496,0.1826703,0.9256519
368.4,0.0007771348,0.9261368,1.693254,0.1691858,0.9261368
369,0.0008007124,0.9266101,1.696011,0.1743633,0.9266101
369.6,0.0008025459,0.9270911,1.698769,0.1747042,0.9270911
370.2,0.0008514267,0.9275873,1.701527,0.1854146,0.9275873
370.8,0.0008680234,0.9281032,1.704284,0.1889944,0.9281032
371.4,0.0008545859,0.9286199,1.707042,0.1860356,0.9286199
372,0.0008628215,0.9291351,1.7098,0.1878308,0.9291351
372.6,0.0008167661,0.929639,1.712558,0.1777986,0.929639
373.2,0.0007943574,0.9301224,1.715316,0.1729455,0.9301224
373.8,0.0007733299,0.9305927,1.718073,0.1683399,0.9305927
374.4,0.0007725238,0.9310565,1.720831,0.168171,0.9310565
375,0.0008198506,0.9315341,1.723589,0.1784364,0.9315341
375.6,0.0008278234,0.9320285,1.726346,0.1801361,0.9320285
376.2,0.0008499026,0.9325318,1.729104,0.18501,0.9325318
376.8,0.0008261594,0.9330346,1.731862,0.1798023,0.9330346
377.4,0.0008132142,0.9335264,1.734619,0.1770509,0.9335264
378,0.0007696881,0.9340012,1.737377,0.1675706,0.9340012
378.6,0.0008098181,0.9344751,1.740135,0.1763811,0.9344751
379.2,0.0007798976,0.934952,1.742893,0.16986,0.934952
379.8,0.0007598251,0.9354139,1.745651,0.1655653,0.9354139
380.4,0.0007560976,0.9358687,1.748408,0.1647043,0.9358687
381,0.000729078,0.9363143,1.751166,0.1588101,0.9363143
381.6,0.0006926536,0.9367408,1.753924,0.1508413,0.9367408
382.2,0.0006861841,0.9371544,1.756682,0.149388,0.9371544
382.8,0.0006844949,0.9375656,1.759439,0.1489921,0.9375656
383.4,0.0007037351,0.9379821,1.762197,0.1531611,0.9379821
384,0.0006957156,0.938402,1.764955,0.1513257,0.938402
384.6,0.0007397549,0.9388326,1.767712,0.1609269,0.9388326
385.2,0.0007005789,0.9392647,1.770471,0.1523496,0.9392647
385.8,0.0007016516,0.9396854,1.773228,0.1526171,0.9396854
386.4,0.0007084573,0.9401084,1.775986,0.1540735,0.9401084
387,0.0007138562,0.9405351,1.778744,0.155355,0.9405351
387.6,0.0007487123,0.9409739,1.781501,0.1629275,0.9409739
388.2,0.0007214376,0.9414149,1.784259,0.1569869,0.9414149
388.8,0.0007050999,0.9418429,1.787017,0.15344,0.9418429
389.4,0.0006652322,0.942254,1.789774,0.1447741,0.942254
390,0.000635619,0.9426442,1.792532,0.1383195,0.9426442
390.6,0.0006134997,0.943019,1.79529,0.1334999,0.943019
391.2,0.0005789012,0.9433767,1.798047,0.1259965,0.9433767
391.8,0.0005939406,0.9437285,1.800806,0.1292979,0.9437285
392.4,0.0005702098,0.9440778,1.803563,0.1241008,0.9440778
393,0.0005971094,0.944428,1.806321,0.1299182,0.944428
393.6,0.0005928614,0.944785,1.809079,0.1290495,0.944785
394.2,0.0006075682,0.9451451,1.811836,0.1322671,0.9451451
394.8,0.0006200126,0.9455134,1.814594,0.1349773,0.9455134
395.4,0.0005936416,0.9458775,1.817352,0.129267,0.9458775
396,0.0006328611,0.9462454,1.82011,0.1377282,0.9462454
396.6,0.0006456669,0.946629,1.822867,0.1405014,0.946629
397.2,0.0006317048,0.9470122,1.825625,0.1374291,0.9470122
397.8,0.0006198367,0.9473876,1.828383,0.134866,0.9473876
398.4,0.0006047354,0.947755,1.831141,0.1316163,0.947755
399,0.0005868439,0.9481125,1.833899,0.127727,0.9481125
399.6,0.0005858101,0.9484643,1.836656,0.127477,0.9484643
400.2,0.0005685837,0.9488106,1.839414,0.1237571,0.9488106
400.8,0.0005849746,0.9491567,1.842172,0.1272992,0.9491567
401.4,0.0005788717,0.9495058,1.844929,0.1260327,0.9495058
402,0.0005488339,0.9498442,1.847687,0.1194723,0.9498442
402.6,0.0005501685,0.9501738,1.850445,0.1198791,0.9501738
403.2,0.0005424092,0.9505016,1.853202,0.1181448,0.9505016
403.8,0.0005436711,0.9508274,1.85596,0.1184216,0.9508274
404.4,0.0005457916,0.9511543,1.858718,0.1188592,0.9511543
405,0.0005490092,0.9514827,1.861476,0.1195447,0.9514827
405.6,0.0005200445,0.9518034,1.864234,0.1132143,0.9518034
406.2,0.0005257443,0.9521172,1.866991,0.114477,0.9521172
406.8,0.0005362386,0.9524358,1.869749,0.1167055,0.9524358
407.4,0.0005388188,0.9527583,1.872507,0.1172186,0.9527583
408,0.0005609871,0.9530882,1.875264,0.1221034,0.9530882
408.6,0.0005365825,0.9534175,1.878022,0.1168267,0.9534175
409.2,0.00053622,0.9537394,1.88078,0.1167644,0.9537394
409.8,0.0005444545,0.9540636,1.883538,0.1185866,0.9540636
410.4,0.0005589483,0.9543945,1.886295,0.1217041,0.9543945
411,0.0005411337,0.9547246,1.889053,0.1178058,0.9547246
411.6,0.0005663862,0.9550569,1.891811,0.1232876,0.9550569
412.2,0.0005266447,0.9553847,1.894569,0.1146739,0.9553847
412.8,0.0005471132,0.9557069,1.897327,0.1191026,0.9557069
413.4,0.0005168778,0.9560261,1.900084,0.1125423,0.9560261
414,0.0005024617,0.9563319,1.902842,0.1094076,0.9563319
414.6,0.0004865689,0.9566286,1.9056,0.1059552,0.9566286
415.2,0.0004675696,0.9569148,1.908357,0.1017932,0.9569148
415.8,0.0004635175,0.9571942,1.911115,0.1008695,0.9571942
416.4,0.0004643894,0.9574725,1.913873,0.1010757,0.9574725
417,0.0004883076,0.9577583,1.91663,0.1062533,0.9577583
417.6,0.0004812498,0.9580492,1.919388,0.1047523,0.9580492
418.2,0.0004904528,0.9583407,1.922146,0.1067738,0.9583407
418.8,0.0004643017,0.9586271,1.924904,0.1011237,0.9586271
419.4,0.000450913,0.9589017,1.927662,0.09819659,0.9589017
420,0.0004729304,0.9591789,1.930419,0.1029632,0.9591789
420.6,0.0004656244,0.9594604,1.933177,0.1013402,0.9594604
421.2,0.0004780933,0.9597435,1.935935,0.1040568,0.9597435
421.8,0.0004705594,0.9600281,1.938693,0.1024238,0.9600281
422.4,0.0004572644,0.9603065,1.94145,0.09955702,0.9603065
423,0.00042647,0.9605716,1.944208,0.09284593,0.9605716
423.6,0.0004254661,0.9608272,1.946966,0.09260802,0.9608272
424.2,0.0004183271,0.9610803,1.949723,0.09105736,0.9610803
424.8,0.0003997881,0.9613257,1.952481,0.0869929,0.9613257
425.4,0.0004066841,0.9615677,1.955239,0.08849297,0.9615677
426,0.000404179,0.9618109,1.957997,0.08789725,0.9618109
426.6,0.0004264087,0.9620601,1.960755,0.0927513,0.9620601
427.2,0.0004325842,0.9623178,1.963512,0.09414999,0.9623178
427.8,0.0004455742,0.9625813,1.96627,0.09695611,0.9625813
428.4,0.0004380698,0.9628464,1.969028,0.09535811,0.9628464
429,0.0004299429,0.9631068,1.971785,0.09357588,0.9631068
429.6,0.0004114798,0.9633592,1.974543,0.08953668,0.9633592
430.2,0.0004005099,0.9636028,1.977301,0.08716261,0.9636028
430.8,0.0003838902,0.9638381,1.980058,0.0835475,0.9638381
431.4,0.0003793516,0.9640671,1.982816,0.08259574,0.9640671
432,0.0003673228,0.9642911,1.985574,0.07992631,0.9642911
432.6,0.0003642492,0.9645106,1.988332,0.07930184,0.9645106
433.2,0.0003710251,0.9647312,1.99109,0.08075136,0.9647312
433.8,0.0003793567,0.9649563,1.993847,0.08254375,0.9649563
434.4,0.0003849782,0.9651856,1.996605,0.08375846,0.9651856
435,0.0003960894,0.9654199,1.999363,0.08618974,0.9654199
435.6,0.0004050988,0.9656602,2.002121,0.08816008,0.9656602
436.2,0.0003811923,0.9658961,2.004878,0.0829375,0.9658961
436.8,0.0003906469,0.9661277,2.007636,0.08499089,0.9661277
437.4,0.000369416,0.9663557,2.010394,0.08038916,0.9663557
438,0.0003774927,0.9665797,2.013151,0.08213306,0.9665797
438.6,0.0003633298,0.966802,2.01591,0.07906113,0.966802
439.2,0.0003694611,0.9670219,2.018667,0.08042514,0.9670219
439.8,0.0003737634,0.9672448,2.021425,0.08134062,0.9672448
440.4,0.0003631442,0.9674659,2.024183,0.07903094,0.9674659
441,0.0003568325,0.9676819,2.02694,0.07764648,0.9676819
441.6,0.000333108,0.9678889,2.029698,0.07248451,0.9678889
442.2,0.0003328971,0.9680887,2.032456,0.07245395,0.9680887
442.8,0.0003340038,0.9682888,2.035213,0.07271065,0.9682888
443.4,0.0003273528,0.9684871,2.037971,0.07125435,0.9684871
444,0.0003226565,0.9686822,2.040729,0.07023167,0.9686822
444.6,0.0003314815,0.9688784,2.043486,0.07216168,0.9688784
445.2,0.0003381063,0.9690793,2.046245,0.07358279,0.9690793
445.8,0.0003412986,0.9692831,2.049002,0.07425118,0.9692831
446.4,0.0003512088,0.9694908,2.05176,0.07643325,0.9694908
447,0.0003372618,0.9696974,2.054518,0.07337544,0.9696974
447.6,0.0003368224,0.9698996,2.057275,0.07326987,0.9698996
448.2,0.0003315131,0.9701001,2.060033,0.07209992,0.9701001
448.8,0.0003421089,0.9703022,2.062791,0.07442856,0.9703022
449.4,0.0003297612,0.9705037,2.065549,0.07174499,0.9705037
450,0.0003237055,0.9706998,2.068306,0.07044383,0.9706998
450.6,0.0003263506,0.9708948,2.071064,0.07103781,0.9708948
451.2,0.0003178659,0.9710881,2.073822,0.06920708,0.9710881
451.8,0.0003159509,0.9712782,2.07658,0.0688185,0.9712782
452.4,0.0003054155,0.9714646,2.079338,0.06651209,0.9714646
453,0.000302844,0.9716471,2.082095,0.06592606,0.9716471
453.6,0.0002813748,0.9718224,2.084853,0.06123317,0.9718224
454.2,0.0002987534,0.9719964,2.087611,0.06500686,0.9719964
454.8,0.0002853706,0.9721717,2.090368,0.06208341,0.9721717
455.4,0.0002968865,0.9723463,2.093126,0.06459435,0.9723463
456,0.0002992823,0.9725252,2.095884,0.06510259,0.9725252
456.6,0.0003039302,0.9727062,2.098641,0.06616062,0.9727062
457.2,0.000302003,0.9728879,2.101399,0.06575001,0.9728879
457.8,0.0003178309,0.9730739,2.104157,0.06920935,0.9730739
458.4,0.0003099466,0.9732622,2.106915,0.06743885,0.9732622
459,0.0003101807,0.9734483,2.109673,0.06750278,0.9734483
459.6,0.0002877369,0.9736276,2.11243,0.06261838,0.9736276
460.2,0.0002868687,0.9738,2.115188,0.06242465,0.9738
460.8,0.0002773167,0.9739693,2.117946,0.06035077,0.9739693
461.4,0.0002851992,0.974138,2.120704,0.06206639,0.974138
462,0.0002910212,0.9743109,2.123461,0.06333513,0.9743109
462.6,0.0002930192,0.9744861,2.126219,0.06376863,0.9744861
463.2,0.0002901251,0.974661,2.128977,0.06313718,0.974661
463.8,0.0002854584,0.9748337,2.131734,0.06211392,0.9748337
464.4,0.0002817297,0.9750038,2.134492,0.06132479,0.9750038
465,0.000293113,0.9751763,2.13725,0.06381955,0.9751763
465.6,0.0002853946,0.9753499,2.140008,0.06214624,0.9753499
466.2,0.0002768743,0.9755186,2.142766,0.06027892,0.9755186
466.8,0.0002732744,0.9756836,2.145523,0.05947673,0.9756836
467.4,0.000270227,0.9758466,2.148281,0.05883512,0.9758466
468,0.0002620277,0.9760063,2.151039,0.0570348,0.9760063
468.6,0.0002613069,0.9761633,2.153796,0.05688313,0.9761633
469.2,0.0002600151,0.9763197,2.156554,0.05659219,0.9763197
469.8,0.0002531702,0.9764737,2.159312,0.05508679,0.9764737
470.4,0.0002545815,0.976626,2.162069,0.05541557,0.976626
471,0.0002475277,0.9767766,2.164827,0.05387277,0.9767766
471.6,0.000232947,0.9769208,2.167585,0.0506905,0.9769208
472.2,0.0002282403,0.9770591,2.170343,0.04966716,0.9770591
472.8,0.0002360048,0.9771984,2.173101,0.05133277,0.9771984
473.4,0.0002390501,0.9773409,2.175858,0.05199999,0.9773409
474,0.0002495745,0.9774875,2.178616,0.05426687,0.9774875
474.6,0.0002468816,0.9776364,2.181374,0.05371155,0.9776364
475.2,0.0002407607,0.9777828,2.184132,0.0523576,0.9777828
475.8,0.0002334869,0.977925,2.186889,0.05079021,0.977925
476.4,0.0002364109,0.978066,2.189647,0.05144319,0.978066
477,0.000230289,0.978206,2.192405,0.05010675,0.978206
477.6,0.0002219592,0.9783417,2.195162,0.04831693,0.9783417
478.2,0.0002271188,0.9784764,2.19792,0.04944631,0.9784764
478.8,0.0002286009,0.9786131,2.200678,0.04977182,0.9786131
479.4,0.0002239208,0.9787489,2.203436,0.04874608,0.9787489
480,0.000230531,0.9788852,2.206194,0.05017485,0.9788852
480.6,0.0002278516,0.9790227,2.208951,0.04958646,0.9790227
481.2,0.0002274057,0.9791593,2.211709,0.0494907,0.9791593
481.8,0.0002219453,0.9792941,2.214467,0.04829234,0.9792941
482.4,0.0002143763,0.979425,2.217224,0.04664488,0.979425
483,0.0002047319,0.9795507,2.219982,0.04455285,0.9795507
483.6,0.0002042153,0.9796734,2.22274,0.04445096,0.9796734
484.2,0.0002130648,0.9797986,2.225497,0.04637802,0.9797986
484.8,0.0002172069,0.9799277,2.228255,0.04726167,0.9799277
485.4,0.0002222589,0.9800595,2.231013,0.04837725,0.9800595
486,0.000220835,0.9801925,2.233771,0.04805667,0.9801925
486.6,0.0002163898,0.9803236,2.236529,0.04708877,0.9803236
487.2,0.0002102439,0.9804516,2.239286,0.04576797,0.9804516
487.8,0.0002045367,0.980576,2.242044,0.04453268,0.980576
488.4,0.0002049767,0.9806989,2.244802,0.04463218,0.9806989
489,0.0002108483,0.9808236,2.24756,0.04591715,0.9808236
489.6,0.0002103916,0.98095,2.250317,0.04579861,0.98095
490.2,0.0002155894,0.9810778,2.253075,0.04692551,0.9810778
