t(s),E(s),F(s),theta,E(theta),F(theta)
490.8,0.0002102046,0.9812055,2.255833,0.04574504,0.9812055
491.4,0.0002064822,0.9813306,2.25859,0.04492934,0.9813306
492,0.0002085643,0.981455,2.261349,0.04539762,0.981455
492.6,0.0002095078,0.9815805,2.264106,0.04560389,0.9815805
493.2,0.0002094734,0.9817062,2.266864,0.04560948,0.9817062
493.8,0.0002139603,0.9818332,2.269622,0.04659882,0.9818332
494.4,0.0002051915,0.9819589,2.272379,0.04468261,0.9819589
495,0.0001929468,0.9820784,2.275137,0.04201581,0.9820784
495.6,0.0001868821,0.9821924,2.277895,0.04070181,0.9821924
496.2,0.0001815105,0.9823029,2.280652,0.03951646,0.9823029
496.8,0.0001783218,0.9824108,2.28341,0.03881764,0.9824108
497.4,0.0001774387,0.9825175,2.286168,0.03860744,0.9825175
498,0.0001765745,0.9826237,2.288926,0.03842419,0.9826237
498.6,0.0001701001,0.9827277,2.291684,0.0370114,0.9827277
499.2,0.0001639628,0.9828279,2.294441,0.03566254,0.9828279
499.8,0.0001734641,0.9829292,2.297199,0.03773034,0.9829292
500.4,0.0001653862,0.9830308,2.299957,0.03597779,0.9830308
501,0.00016219,0.9831291,2.302714,0.03528014,0.9831291
501.6,0.0001694086,0.9832286,2.305472,0.03685179,0.9832286
502.2,0.0001654954,0.9833291,2.30823,0.03600557,0.9833291
502.8,0.0001560319,0.9834255,2.310988,0.03395611,0.9834255
503.4,0.0001666097,0.9835223,2.313745,0.03626848,0.9835223
504,0.0001720089,0.9836239,2.316503,0.03746948,0.9836239
504.6,0.000175184,0.9837281,2.319261,0.03815844,0.9837281
505.2,0.0001803416,0.9838347,2.322018,0.03927052,0.9838347
505.8,0.0001771286,0.9839419,2.324777,0.03857261,0.9839419
506.4,0.0001756632,0.9840478,2.327534,0.03825674,0.9840478
507,0.0001669722,0.9841506,2.330292,0.03636632,0.9841506
507.6,0.0001675051,0.9842509,2.33305,0.03647252,0.9842509
508.2,0.0001632711,0.9843501,2.335807,0.03555728,0.9843501
508.8,0.00016262,0.9844479,2.338565,0.0354031,0.9844479
509.4,0.0001587405,0.9845443,2.341323,0.03456474,0.9845443
510,0.0001628886,0.9846408,2.34408,0.03545941,0.9846408
510.6,0.0001570439,0.9847368,2.346838,0.03418677,0.9847368
511.2,0.0001531447,0.9848299,2.349596,0.03332958,0.9848299
511.8,0.0001530692,0.9849217,2.352354,0.03331907,0.9849217
512.4,0.0001566771,0.9850147,2.355112,0.03408989,0.9850147
513,0.0001563213,0.9851085,2.357869,0.03400638,0.9851085
513.6,0.0001558445,0.9852022,2.360627,0.03392336,0.9852022
514.2,0.0001569693,0.985296,2.363385,0.03416077,0.985296
514.8,0.0001535967,0.9853892,2.366143,0.03341757,0.9853892
515.4,0.0001498731,0.9854802,2.3689,0.03260261,0.9854802
516,0.0001520629,0.9855708,2.371658,0.03307528,0.9855708
516.6,0.0001391447,0.9856582,2.374416,0.03025779,0.9856582
517.2,0.0001348385,0.9857404,2.377173,0.02932242,0.9857404
517.8,0.0001336093,0.9858209,2.379931,0.02906162,0.9858209
518.4,0.0001294822,0.9858998,2.382689,0.02817565,0.9858998
519,0.0001312808,0.9859781,2.385447,0.02856175,0.9859781
519.6,0.000131601,0.9860569,2.388205,0.02864422,0.9860569
520.2,0.0001358112,0.9861372,2.390962,0.02955631,0.9861372
520.8,0.0001305607,0.9862171,2.39372,0.02841339,0.9862171
521.4,0.0001343846,0.9862966,2.396478,0.02924127,0.9862966
522,0.0001265791,0.9863748,2.399235,0.02754076,0.9863748
522.6,0.0001305589,0.986452,2.401993,0.02841083,0.986452
523.2,0.0001282932,0.9865297,2.404751,0.0279223,0.9865297
523.8,0.0001293168,0.9866069,2.407508,0.02814348,0.9866069
524.4,0.0001310387,0.9866851,2.410266,0.0285292,0.9866851
525,0.0001301679,0.9867634,2.413024,0.02832223,0.9867634
525.6,0.000133128,0.9868424,2.415782,0.02898158,0.9868424
526.2,0.0001339336,0.9869225,2.41854,0.02914517,0.9869225
526.8,0.0001317831,0.9870022,2.421297,0.02868604,0.9870022
527.4,0.0001315556,0.9870812,2.424055,0.02864583,0.9870812
528,0.0001345986,0.9871611,2.426813,0.02929778,0.9871611
528.6,0.0001300852,0.9872405,2.429571,0.02831084,0.9872405
529.2,0.0001304798,0.9873186,2.432328,0.02839518,0.9873186
529.8,0.0001261464,0.9873956,2.435086,0.02744951,0.9873956
530.4,0.0001249296,0.987471,2.437844,0.02718254,0.987471
531,0.0001212916,0.9875448,2.440601,0.02639959,0.9875448
531.6,0.0001212714,0.9876176,2.443359,0.02639218,0.9876176
532.2,0.0001234444,0.987691,2.446117,0.02687399,0.987691
532.8,0.0001228176,0.9877649,2.448875,0.02673566,0.9877649
533.4,0.0001250164,0.9878392,2.451633,0.02722116,0.9878392
534,0.0001211733,0.9879131,2.45439,0.02637776,0.9879131
534.6,0.0001140601,0.9879837,2.457148,0.02483078,0.9879837
535.2,0.0001127272,0.9880517,2.459906,0.0245405,0.9880517
535.8,0.000115318,0.9881201,2.462663,0.0250971,0.9881201
536.4,0.0001133727,0.9881887,2.465421,0.02466286,0.9881887
537,0.0001124218,0.9882565,2.468179,0.02444834,0.9882565
537.6,0.0001072359,0.9883224,2.470936,0.02331934,0.9883224
538.2,0.0001130669,0.9883884,2.473694,0.02459152,0.9883884
538.8,0.0001106991,0.9884556,2.476452,0.02407811,0.9884556
539.4,0.0001107228,0.988522,2.47921,0.02409065,0.988522
540,0.0001066434,0.9885872,2.481968,0.02320158,0.9885872
540.6,0.0001075974,0.9886515,2.484725,0.02341589,0.9886515
541.2,0.0001058576,0.9887155,2.487483,0.02303067,0.9887155
541.8,0.0001056548,0.988779,2.490241,0.02298549,0.988779
542.4,0.0001083722,0.9888432,2.492999,0.02358283,0.9888432
543,0.0001056317,0.9889074,2.495756,0.02298566,0.9889074
543.6,0.0001094001,0.9889719,2.498514,0.02380306,0.9889719
544.2,0.0001089546,0.9890374,2.501272,0.02370526,0.9890374
544.8,0.000109636,0.989103,2.504029,0.02385278,0.989103
545.4,0.0001152061,0.9891705,2.506788,0.02506547,0.9891705
546,0.0001153748,0.9892396,2.509545,0.02511419,0.9892396
546.6,0.0001110274,0.9893075,2.512303,0.02416273,0.9893075
547.2,0.0001123947,0.9893746,2.515061,0.0244642,0.9893746
547.8,0.0001105453,0.9894414,2.517818,0.02406262,0.9894414
548.4,0.0001093145,0.9895074,2.520576,0.02380661,0.9895074
549,0.0001029482,0.9895711,2.523334,0.02241295,0.9895711
549.6,0.0001079956,0.9896344,2.526091,0.02351476,0.9896344
550.2,0.0001096859,0.9896997,2.528849,0.02390051,0.9896997
550.8,0.0001043424,0.9897639,2.531607,0.02272675,0.9897639
551.4,0.0001039411,0.9898263,2.534365,0.02262809,0.9898263
552,9.998126E-05,0.9898875,2.537122,0.02176747,0.9898875
552.6,9.929066E-05,0.9899473,2.53988,0.02160914,0.9899473
553.2,9.811209E-05,0.9900065,2.542638,0.02134706,0.9900065
553.8,9.313291E-05,0.9900639,2.545396,0.0202643,0.9900639
554.4,8.988641E-05,0.9901188,2.548153,0.0195565,0.9901188
555,8.968547E-05,0.9901727,2.550911,0.01951389,0.9901727
555.6,9.364262E-05,0.9902277,2.553669,0.02037066,0.9902277
556.2,9.087127E-05,0.990283,2.556427,0.01977685,0.990283
556.8,9.498624E-05,0.9903388,2.559184,0.02067634,0.9903388
557.4,9.443868E-05,0.9903956,2.561942,0.02056103,0.9903956
558,9.493187E-05,0.9904524,2.5647,0.02066513,0.9904524
558.6,9.637527E-05,0.9905098,2.567457,0.02098042,0.9905098
559.2,9.551812E-05,0.9905674,2.570216,0.02079066,0.9905674
559.8,9.585094E-05,0.9906248,2.572973,0.02085554,0.9906248
560.4,9.295284E-05,0.9906814,2.575731,0.02022301,0.9906814
561,9.326797E-05,0.9907373,2.578489,0.02028637,0.9907373
561.6,8.975867E-05,0.9907922,2.581246,0.0195259,0.9907922
562.2,8.667911E-05,0.9908451,2.584004,0.01885486,0.9908451
562.8,8.496208E-05,0.9908967,2.586762,0.0184809,0.9908967
563.4,8.278049E-05,0.9909469,2.589519,0.01800099,0.9909469
564,8.579891E-05,0.9909976,2.592277,0.01865588,0.9909976
564.6,8.288719E-05,0.9910481,2.595035,0.01802289,0.9910481
565.2,8.196118E-05,0.9910976,2.597793,0.01782018,0.9910976
565.8,7.847495E-05,0.9911457,2.600551,0.01706894,0.9911457
566.4,7.88976E-05,0.9911929,2.603308,0.01716487,0.9911929
567,7.894472E-05,0.9912403,2.606066,0.01717522,0.9912403
567.6,8.083505E-05,0.9912882,2.608824,0.01758554,0.9912882
568.2,7.833173E-05,0.991336,2.611582,0.01704472,0.991336
568.8,8.059801E-05,0.9913837,2.614339,0.01754595,0.9913837
569.4,8.470115E-05,0.9914333,2.617097,0.0184214,0.9914333
570,8.402131E-05,0.9914839,2.619855,0.01827848,0.9914839
570.6,8.961871E-05,0.9915359,2.622612,0.01949207,0.9915359
571.2,8.707714E-05,0.9915889,2.62537,0.01893697,0.9915889
571.8,8.154863E-05,0.9916396,2.628128,0.01773633,0.9916396
572.4,7.923002E-05,0.9916878,2.630886,0.01722441,0.9916878
573,8.112728E-05,0.9917359,2.633644,0.01764702,0.9917359
573.6,7.98753E-05,0.9917842,2.636401,0.01737496,0.9917842
574.2,7.579669E-05,0.9918309,2.639159,0.01649657,0.9918309
574.8,7.421033E-05,0.9918759,2.641917,0.01615502,0.9918759
575.4,7.384335E-05,0.9919203,2.644674,0.01607694,0.9919203
576,6.771212E-05,0.9919628,2.647432,0.01473909,0.9919628
576.6,7.009716E-05,0.9920041,2.65019,0.01525809,0.9920041
577.2,7.183914E-05,0.9920467,2.652947,0.01563446,0.9920467
577.8,7.030445E-05,0.9920894,2.655705,0.01530028,0.9920894
578.4,7.084808E-05,0.9921317,2.658463,0.01542189,0.9921317
579,7.076632E-05,0.9921742,2.661221,0.01540238,0.9921742
579.6,6.808994E-05,0.9922158,2.663979,0.01482318,0.9922158
580.2,6.608776E-05,0.9922561,2.666736,0.01438124,0.9922561
580.8,6.743667E-05,0.9922962,2.669494,0.01467786,0.9922962
581.4,6.61802E-05,0.9923363,2.672252,0.01439937,0.9923363
582,6.702853E-05,0.9923762,2.67501,0.01458366,0.9923762
582.6,6.848601E-05,0.9924168,2.677767,0.01489535,0.9924168
583.2,6.98619E-05,0.9924583,2.680525,0.01519491,0.9924583
583.8,7.183261E-05,0.9925009,2.683283,0.0156275,0.9925009
584.4,6.865271E-05,0.992543,2.68604,0.01493415,0.992543
585,7.032964E-05,0.9925847,2.688798,0.01530065,0.9925847
585.6,6.756041E-05,0.992626,2.691556,0.01469798,0.992626
586.2,6.973841E-05,0.9926673,2.694314,0.01517276,0.9926673
586.8,6.847077E-05,0.9927087,2.697072,0.0148997,0.9927087
587.4,6.848234E-05,0.9927498,2.699829,0.01489961,0.9927498
588,6.862109E-05,0.9927909,2.702587,0.01494358,0.9927909
588.6,7.055699E-05,0.9928327,2.705345,0.01535965,0.9928327
589.2,6.538037E-05,0.9928734,2.708102,0.01422266,0.9928734
589.8,6.777512E-05,0.9929134,2.71086,0.01474841,0.9929134
590.4,6.25584E-05,0.9929525,2.713618,0.01360396,0.9929525
591,6.50213E-05,0.9929908,2.716375,0.01414875,0.9929908
591.6,6.639084E-05,0.9930302,2.719133,0.01444872,0.9930302
592.2,6.763712E-05,0.9930704,2.721891,0.01472451,0.9930704
592.8,6.483553E-05,0.9931101,2.724649,0.0141112,0.9931101
593.4,6.358648E-05,0.9931487,2.727407,0.01384096,0.9931487
594,5.787976E-05,0.9931851,2.730164,0.01259221,0.9931851
594.6,5.546211E-05,0.9932191,2.732922,0.0120646,0.9932191
595.2,5.815047E-05,0.9932532,2.73568,0.01264906,0.9932532
595.8,5.471641E-05,0.9932871,2.738438,0.01190114,0.9932871
596.4,5.624726E-05,0.9933204,2.741195,0.01223221,0.9933204
597,5.698318E-05,0.9933543,2.743953,0.01239831,0.9933543
597.6,5.754857E-05,0.9933887,2.746711,0.01252253,0.9933887
598.2,5.789648E-05,0.9934233,2.749468,0.01260186,0.9934233
598.8,5.55248E-05,0.9934573,2.752226,0.01208534,0.9934573
599.4,5.725112E-05,0.9934912,2.754984,0.01246071,0.9934912
600,5.59067E-05,0.9935252,2.757742,0.01217051,0.9935252
600.6,5.658587E-05,0.9935589,2.7605,0.01231013,0.9935589
601.2,5.856221E-05,0.9935934,2.763257,0.01274839,0.9935934
601.8,5.59133E-05,0.9936278,2.766015,0.01216807,0.9936278
602.4,5.775358E-05,0.9936619,2.768773,0.01256621,0.9936619
603,5.644991E-05,0.9936962,2.77153,0.01228677,0.9936962
603.6,5.780387E-05,0.9937304,2.774288,0.01257635,0.9937304
604.2,5.804874E-05,0.9937652,2.777046,0.01262952,0.9937652
604.8,5.612646E-05,0.9937994,2.779804,0.0122139,0.9937994
605.4,5.758118E-05,0.9938335,2.782561,0.01253114,0.9938335
606,5.857672E-05,0.9938684,2.785319,0.01275013,0.9938684
606.6,5.655433E-05,0.9939029,2.788077,0.01231016,0.9939029
607.2,5.549782E-05,0.9939365,2.790835,0.0120824,0.9939365
607.8,5.411491E-05,0.9939694,2.793592,0.01177995,0.9939694
608.4,5.355817E-05,0.9940017,2.79635,0.01165383,0.9940017
609,5.401302E-05,0.994034,2.799108,0.01175303,0.994034
609.6,5.220355E-05,0.9940658,2.801866,0.01136094,0.9940658
610.2,5.24172E-05,0.9940972,2.804623,0.01140272,0.9940972
610.8,5.236372E-05,0.9941287,2.807381,0.01139278,0.9941287
611.4,5.015874E-05,0.9941594,2.810139,0.01091506,0.9941594
612,5.075902E-05,0.9941897,2.812896,0.01104639,0.9941897
612.6,5.088455E-05,0.9942202,2.815655,0.01106908,0.9942202
613.2,5.281768E-05,0.9942513,2.818412,0.0114907,0.9942513
613.8,5.281948E-05,0.994283,2.82117,0.01149326,0.994283
614.4,5.083377E-05,0.9943141,2.823928,0.01106299,0.9943141
615,4.861069E-05,0.9943439,2.826685,0.0105784,0.9943439
615.6,5.079546E-05,0.9943738,2.829443,0.01105811,0.9943738
616.2,5.031639E-05,0.9944041,2.832201,0.01095042,0.9944041
616.8,5.28154E-05,0.994435,2.834958,0.01149219,0.994435
617.4,5.33679E-05,0.9944669,2.837716,0.01160986,0.9944669
618,5.284303E-05,0.9944987,2.840474,0.01149844,0.9944987
618.6,4.827525E-05,0.9945291,2.843232,0.01050027,0.9945291
619.2,4.922392E-05,0.9945583,2.84599,0.01070688,0.9945583
619.8,4.553594E-05,0.9945868,2.848747,0.009902356,0.9945868
620.4,4.557873E-05,0.9946141,2.851505,0.009913657,0.9946141
621,4.298622E-05,0.9946407,2.854263,0.009345098,0.9946407
621.6,4.433963E-05,0.9946669,2.857021,0.009648134,0.9946669
622.2,4.296667E-05,0.9946931,2.859778,0.009350397,0.9946931
622.8,4.126594E-05,0.9947183,2.862536,0.008980742,0.9947183
623.4,4.216163E-05,0.9947434,2.865294,0.009173354,0.9947434
624,4.243503E-05,0.9947687,2.868051,0.009234052,0.9947687
624.6,4.601069E-05,0.9947952,2.870809,0.010011,0.9947952
625.2,4.570467E-05,0.9948228,2.873567,0.009941691,0.9948228
625.8,4.570989E-05,0.9948502,2.876325,0.009942022,0.9948502
626.4,4.830354E-05,0.9948784,2.879083,0.01050984,0.9948784
627,4.649611E-05,0.9949068,2.88184,0.01011828,0.9949068
627.6,4.713625E-05,0.9949349,2.884598,0.01025909,0.9949349
628.2,4.459624E-05,0.9949625,2.887356,0.009708583,0.9949625
628.8,4.552045E-05,0.9949895,2.890113,0.00990873,0.9949895
629.4,4.541334E-05,0.9950168,2.892871,0.009881487,0.9950168
630,4.526336E-05,0.995044,2.895629,0.009852338,0.995044
630.6,4.278318E-05,0.9950704,2.898386,0.009311353,0.9950704
631.2,4.31094E-05,0.9950961,2.901144,0.009378676,0.9950961
631.8,4.173596E-05,0.9951216,2.903902,0.009084996,0.9951216
632.4,4.03943E-05,0.9951462,2.90666,0.008789248,0.9951462
633,3.973199E-05,0.9951703,2.909418,0.008640485,0.9951703
633.6,4.165468E-05,0.9951947,2.912175,0.009061439,0.9951947
634.2,3.957613E-05,0.9952191,2.914933,0.008607693,0.9952191
634.8,3.960083E-05,0.9952428,2.917691,0.008612123,0.9952428
635.4,3.893053E-05,0.9952664,2.920449,0.008468575,0.9952664
636,4.068563E-05,0.9952903,2.923206,0.008849451,0.9952903
636.6,4.072573E-05,0.9953147,2.925964,0.008856904,0.9953147
637.2,3.970615E-05,0.9953388,2.928722,0.008636799,0.9953388
637.8,4.133123E-05,0.9953632,2.931479,0.008988569,0.9953632
638.4,4.046407E-05,0.9953877,2.934237,0.008803491,0.9953877
639,4.079641E-05,0.9954121,2.936995,0.00887243,0.9954121
639.6,4.023119E-05,0.9954364,2.939753,0.008755586,0.9954364
640.2,4.037727E-05,0.9954606,2.942511,0.008791027,0.9954606
640.8,3.817799E-05,0.9954841,2.945268,0.008309582,0.9954841
641.4,3.652641E-05,0.9955065,2.948026,0.007950816,0.9955065
642,3.730317E-05,0.9955286,2.950784,0.008118296,0.9955286
642.6,3.756051E-05,0.9955511,2.953541,0.008172659,0.9955511
643.2,3.782894E-05,0.9955738,2.956299,0.008230998,0.9955738
643.8,4.0303E-05,0.9955972,2.959057,0.008770368,0.9955972
644.4,3.90422E-05,0.995621,2.961814,0.008492837,0.995621
645,3.837826E-05,0.9956442,2.964572,0.008348875,0.9956442
645.6,3.791754E-05,0.9956671,2.96733,0.008246029,0.9956671
646.2,3.654393E-05,0.9956894,2.970088,0.007944981,0.9956894
646.8,3.387301E-05,0.9957106,2.972846,0.007364082,0.9957106
647.4,3.358689E-05,0.9957308,2.975603,0.007304211,0.9957308
648,3.36834E-05,0.995751,2.978361,0.007323423,0.995751
648.6,3.355632E-05,0.9957711,2.981119,0.007296138,0.9957711
649.2,3.260879E-05,0.995791,2.983877,0.007088786,0.995791
649.8,3.201055E-05,0.9958104,2.986634,0.006957991,0.9958104
650.4,3.148454E-05,0.9958294,2.989392,0.006847317,0.9958294
651,3.203452E-05,0.9958485,2.99215,0.006968507,0.9958485
651.6,3.331504E-05,0.9958681,2.994907,0.007248108,0.9958681
652.2,3.393774E-05,0.9958883,2.997665,0.007385361,0.9958883
652.8,3.378302E-05,0.9959086,3.000423,0.007351824,0.9959086
653.4,3.319905E-05,0.9959287,3.003181,0.007224797,0.9959287
654,3.256298E-05,0.9959484,3.005939,0.007085058,0.9959484
654.6,3.215704E-05,0.9959678,3.008696,0.006998772,0.9959678
655.2,3.183335E-05,0.995987,3.011454,0.00692793,0.995987
655.8,3.411576E-05,0.9960068,3.014212,0.007426103,0.9960068
656.4,3.378481E-05,0.9960272,3.016969,0.007354391,0.9960272
657,3.451967E-05,0.9960477,3.019727,0.007511851,0.9960477
657.6,3.452807E-05,0.9960684,3.022485,0.007511975,0.9960684
658.2,3.401566E-05,0.996089,3.025243,0.007401757,0.996089
658.8,3.35119E-05,0.9961092,3.028,0.007289636,0.9961092
659.4,3.295784E-05,0.9961291,3.030758,0.007167371,0.9961291
660,3.313432E-05,0.996149,3.033516,0.007203517,0.996149
660.6,3.305142E-05,0.9961688,3.036274,0.007184761,0.9961688
661.2,3.330061E-05,0.9961888,3.039032,0.007236972,0.9961888
661.8,3.216772E-05,0.9962084,3.041789,0.006997407,0.9962084
662.4,3.285138E-05,0.9962279,3.044547,0.007143439,0.9962279
663,3.156923E-05,0.9962472,3.047305,0.006868639,0.9962472
663.6,3.244136E-05,0.9962664,3.050062,0.007056076,0.9962664
664.2,3.356219E-05,0.9962862,3.05282,0.00729978,0.9962862
664.8,3.282848E-05,0.9963061,3.055578,0.007141575,0.9963061
665.4,3.256005E-05,0.9963257,3.058335,0.007083237,0.9963257
666,3.182633E-05,0.996345,3.061094,0.006925032,0.996345
666.6,3.107338E-05,0.9963639,3.063851,0.006760699,0.9963639
667.2,2.9876E-05,0.9963822,3.066609,0.006497826,0.9963822
667.8,3.09846E-05,0.9964005,3.069367,0.0067383,0.9964005
668.4,3.063711E-05,0.9964189,3.072124,0.006664311,0.9964189
669,3.272609E-05,0.996438,3.074882,0.00711872,0.996438
669.6,3.144353E-05,0.9964572,3.07764,0.006838581,0.9964572
670.2,3.148837E-05,0.9964761,3.080397,0.006850422,0.9964761
670.8,2.900069E-05,0.9964942,3.083155,0.006310596,0.9964942
671.4,2.887907E-05,0.9965116,3.085913,0.006281614,0.9965116
672,2.834515E-05,0.9965288,3.088671,0.006166759,0.9965288
672.6,2.770909E-05,0.9965456,3.091429,0.00602702,0.9965456
673.2,2.735572E-05,0.9965621,3.094186,0.005949388,0.9965621
673.8,2.761461E-05,0.9965786,3.096944,0.006008347,0.9965786
674.4,2.855423E-05,0.9965955,3.099702,0.006211517,0.9965955
675,2.867903E-05,0.9966126,3.10246,0.006240292,0.9966126
675.6,2.75684E-05,0.9966295,3.105217,0.005999279,0.9966295
676.2,2.679302E-05,0.9966458,3.107975,0.005829026,0.9966458
676.8,2.60258E-05,0.9966617,3.110733,0.005660926,0.9966617
677.4,2.570325E-05,0.9966772,3.11349,0.005589338,0.9966772
678,2.458152E-05,0.9966922,3.116248,0.005344351,0.9966922
678.6,2.5718E-05,0.9967073,3.119006,0.00558905,0.9967073
679.2,2.729368E-05,0.9967232,3.121764,0.005931958,0.9967232
679.8,2.814177E-05,0.9967399,3.124522,0.006118276,0.9967399
680.4,2.906191E-05,0.996757,3.127279,0.006317346,0.996757
681,2.827358E-05,0.9967742,3.130037,0.006149949,0.9967742
681.6,2.893842E-05,0.9967914,3.132795,0.006295194,0.9967914
682.2,2.623872E-05,0.996808,3.135552,0.005708788,0.996808
682.8,2.39898E-05,0.996823,3.13831,0.00522051,0.996823
683.4,2.38668E-05,0.9968374,3.141068,0.005194301,0.9968374
684,2.354082E-05,0.9968516,3.143825,0.005124949,0.9968516
684.6,2.373042E-05,0.9968658,3.146583,0.005165608,0.9968658
685.2,2.425008E-05,0.9968802,3.149341,0.005276696,0.9968802
685.8,2.434251E-05,0.9968948,3.152099,0.005294831,0.9968948
686.4,2.541851E-05,0.9969097,3.154857,0.005526694,0.9969097
687,2.55209E-05,0.996925,3.157614,0.005549549,0.996925
687.6,2.506742E-05,0.9969402,3.160372,0.005447572,0.9969402
688.2,2.546065E-05,0.9969553,3.16313,0.005534686,0.9969553
688.8,2.66943E-05,0.996971,3.165888,0.005801907,0.996971
689.4,2.641161E-05,0.9969869,3.168645,0.005739802,0.9969869
690,2.631534E-05,0.9970027,3.171403,0.005718562,0.9970027
690.6,2.53943E-05,0.9970182,3.174161,0.005518207,0.9970182
691.2,2.505927E-05,0.9970334,3.176918,0.005445419,0.9970334
691.8,2.346068E-05,0.9970479,3.179676,0.005100647,0.9970479
692.4,2.4261E-05,0.9970622,3.182434,0.005273302,0.9970622
693,2.518383E-05,0.9970771,3.185192,0.005476223,0.9970771
693.6,2.525768E-05,0.9970922,3.18795,0.005491542,0.9970922
694.2,2.560404E-05,0.9971075,3.190707,0.005566277,0.9971075
694.8,2.499969E-05,0.9971226,3.193465,0.005433867,0.9971226
695.4,2.436363E-05,0.9971375,3.196223,0.005294129,0.9971375
696,2.401931E-05,0.9971519,3.19898,0.005219932,0.9971519
696.6,2.411558E-05,0.9971664,3.201738,0.005241173,0.9971664
697.2,2.33839E-05,0.9971806,3.204496,0.005083506,0.9971806
697.8,2.402289E-05,0.9971949,3.207253,0.005225066,0.9971949
698.4,2.369716E-05,0.9972092,3.210011,0.005153685,0.9972092
699,2.460165E-05,0.9972237,3.212769,0.005351762,0.9972237
699.6,2.501257E-05,0.9972386,3.215527,0.005440408,0.9972386
700.2,2.352206E-05,0.9972531,3.218285,0.005114766,0.9972531
700.8,2.317367E-05,0.9972671,3.221042,0.005039493,0.9972671
701.4,2.259174E-05,0.9972808,3.2238,0.004913003,0.9972808
702,2.329415E-05,0.9972946,3.226558,0.00506922,0.9972946
702.6,2.404735E-05,0.9973088,3.229316,0.005231524,0.9973088
703.2,2.398279E-05,0.9973232,3.232073,0.005217612,0.9973232
703.8,2.241142E-05,0.9973371,3.234831,0.004873752,0.9973371
704.4,2.248797E-05,0.9973506,3.237589,0.004892922,0.9973506
705,2.243996E-05,0.9973641,3.240346,0.004881288,0.9973641
705.6,2.10908E-05,0.9973771,3.243104,0.004586698,0.9973771
706.2,2.118503E-05,0.9973898,3.245862,0.0046074,0.9973898
706.8,2.158869E-05,0.9974027,3.24862,0.004695177,0.9974027
707.4,2.075373E-05,0.9974154,3.251378,0.004513372,0.9974154
708,2.013715E-05,0.9974276,3.254135,0.004377732,0.9974276
708.6,2.039197E-05,0.9974398,3.256893,0.004435615,0.9974398
709.2,2.033035E-05,0.997452,3.259651,0.004423525,0.997452
709.8,2.081894E-05,0.9974644,3.262408,0.004530595,0.9974644
710.4,2.15291E-05,0.9974771,3.265166,0.004683625,0.9974771
711,2.26051E-05,0.9974903,3.267924,0.004915488,0.9974903
711.6,2.244248E-05,0.9975038,3.270682,0.00487777,0.9975038
712.2,2.243204E-05,0.9975173,3.273439,0.004877106,0.9975173
712.8,2.29963E-05,0.9975309,3.276197,0.005002063,0.9975309
713.4,2.272697E-05,0.9975446,3.278955,0.004942442,0.9975446
714,2.257837E-05,0.9975582,3.281713,0.004910519,0.9975582
714.6,2.230179E-05,0.9975717,3.284471,0.004850028,0.9975717
715.2,2.134178E-05,0.9975848,3.287228,0.004641476,0.9975848
715.8,2.064409E-05,0.9975974,3.289986,0.004489647,0.9975974
716.4,2.12138E-05,0.99761,3.292744,0.004612907,0.99761
717,1.977425E-05,0.9976222,3.295501,0.00430072,0.9976222
717.6,1.966371E-05,0.9976341,3.298259,0.004275713,0.9976341
718.2,1.877031E-05,0.9976456,3.301017,0.004081611,0.9976456
718.8,1.934523E-05,0.997657,3.303774,0.004205202,0.997657
719.4,1.924081E-05,0.9976686,3.306533,0.004181809,0.9976686
720,1.936789E-05,0.9976802,3.30929,0.004209094,0.9976802
720.6,2.011563E-05,0.997692,3.312048,0.004373095,0.997692
721.2,1.912416E-05,0.9977038,3.314806,0.004155186,0.9977038
721.8,1.986668E-05,0.9977155,3.317563,0.004318856,0.9977155
722.4,1.993214E-05,0.9977274,3.320321,0.004334051,0.9977274
723,1.990858E-05,0.9977394,3.323079,0.004328875,0.9977394
723.6,2.124934E-05,0.9977517,3.325836,0.00462334,0.9977517
724.2,2.053829E-05,0.9977643,3.328594,0.004469027,0.9977643
724.8,2.079881E-05,0.9977767,3.331352,0.004523185,0.9977767
725.4,1.993442E-05,0.9977889,3.33411,0.004332561,0.9977889
726,2.052247E-05,0.997801,3.336867,0.004460665,0.997801
726.6,1.907093E-05,0.9978129,3.339625,0.004143221,0.9978129
727.2,1.953802E-05,0.9978245,3.342383,0.004245654,0.9978245
727.8,1.937604E-05,0.9978362,3.345141,0.004211247,0.9978362
728.4,1.924285E-05,0.9978477,3.347899,0.004182347,0.9978477
729,1.894564E-05,0.9978592,3.350656,0.004118502,0.9978592
729.6,1.95901E-05,0.9978708,3.353414,0.004258365,0.9978708
730.2,1.953981E-05,0.9978825,3.356172,0.00424822,0.9978825
730.8,1.939235E-05,0.9978942,3.358929,0.004215553,0.9978942
731.4,1.834447E-05,0.9979055,3.361687,0.003985885,0.9979055
732,1.959035E-05,0.9979169,3.364445,0.004256336,0.9979169
732.6,1.894589E-05,0.9979285,3.367202,0.004116473,0.9979285
733.2,1.850033E-05,0.9979397,3.369961,0.004018677,0.9979397
733.8,1.843666E-05,0.9979508,3.372718,0.004006049,0.9979508
734.4,1.800765E-05,0.9979617,3.375476,0.00391053,0.9979617
735,1.819E-05,0.9979726,3.378234,0.00395032,0.9979726
735.6,1.791317E-05,0.9979834,3.380991,0.003891856,0.9979834
