# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
12.25000000     	2.73686726e-01	6.95006316e-04	7.94772869e-04	8.34759601e-04	3.13521473e-02	3.80917168e+02
12.50000000     	2.73686217e-01	6.95009493e-04	7.94778063e-04	8.34772757e-04	3.13522630e-02	3.80917199e+02
12.75000000     	2.73685918e-01	6.95011331e-04	7.94781168e-04	8.34780639e-04	3.13523292e-02	3.80917201e+02
13.00000000     	2.73685743e-01	6.95012385e-04	7.94783006e-04	8.34785316e-04	3.13523667e-02	3.80917206e+02
13.25000000     	2.73685643e-01	6.95012984e-04	7.94784085e-04	8.34788066e-04	3.13523878e-02	3.80917233e+02
13.50000000     	2.73685585e-01	6.95013323e-04	7.94784713e-04	8.34789670e-04	3.13523996e-02	3.80917222e+02
13.75000000     	2.73685552e-01	6.95013513e-04	7.94785076e-04	8.34790597e-04	3.13524061e-02	3.80917232e+02
14.00000000     	2.73685533e-01	6.95013619e-04	7.94785284e-04	8.34791129e-04	3.13524097e-02	3.80917240e+02
14.25000000     	2.73685523e-01	6.95013678e-04	7.94785402e-04	8.34791433e-04	3.13524116e-02	3.80917214e+02
14.50000000     	2.73685517e-01	6.95013710e-04	7.94785469e-04	8.34791605e-04	3.13524127e-02	3.80917248e+02
14.75000000     	2.73685514e-01	6.95013728e-04	7.94785507e-04	8.34791702e-04	3.13524133e-02	3.80917232e+02
15.00000000     	2.73685512e-01	6.95013738e-04	7.94785528e-04	8.34791756e-04	3.13524136e-02	3.80917227e+02
15.25000000     	2.73685511e-01	6.95013743e-04	7.94785540e-04	8.34791785e-04	3.13524137e-02	3.80917204e+02
15.50000000     	2.73685511e-01	6.95013746e-04	7.94785546e-04	8.34791801e-04	3.13524138e-02	3.80917211e+02
15.75000000     	2.73685510e-01	6.95013747e-04	7.94785549e-04	8.34791810e-04	3.13524138e-02	3.80917210e+02
16.00000000     	2.73685510e-01	6.95013747e-04	7.94785550e-04	8.34791814e-04	3.13524138e-02	3.80917225e+02
16.25000000     	2.73685510e-01	6.95013747e-04	7.94785551e-04	8.34791815e-04	3.13524138e-02	3.80917213e+02
16.50000000     	2.73685510e-01	6.95013747e-04	7.94785551e-04	8.34791816e-04	3.13524138e-02	3.80917218e+02
16.75000000     	2.73685510e-01	6.95013747e-04	7.94785551e-04	8.34791817e-04	3.13524138e-02	3.80917216e+02
17.00000000     	2.73685510e-01	6.95013747e-04	7.94785552e-04	8.34791818e-04	3.13524139e-02	3.80917214e+02
17.25000000     	2.73685510e-01	6.95013749e-04	7.94785553e-04	8.34791820e-04	3.13524139e-02	3.80917213e+02
17.50000000     	2.73685510e-01	6.95013750e-04	7.94785554e-04	8.34791824e-04	3.13524140e-02	3.80917216e+02
17.75000000     	2.73685509e-01	6.95013753e-04	7.94785556e-04	8.34791828e-04	3.13524140e-02	3.80917216e+02
18.00000000     	2.73685509e-01	6.95013756e-04	7.94785558e-04	8.34791834e-04	3.13524141e-02	3.80917209e+02
18.25000000     	2.73685509e-01	6.95013760e-04	7.94785561e-04	8.34791839e-04	3.13524142e-02	3.80917209e+02
18.50000000     	2.73685509e-01	6.95013763e-04	7.94785564e-04	8.34791845e-04	3.13524143e-02	3.80917240e+02
18.75000000     	2.73685508e-01	6.95013767e-04	7.94785566e-04	8.34791851e-04	3.13524144e-02	3.80917210e+02
19.00000000     	2.73685508e-01	6.95013770e-04	7.94785569e-04	8.34791857e-04	3.13524145e-02	3.80917218e+02
19.25000000     	2.73685508e-01	6.95013773e-04	7.94785571e-04	8.34791862e-04	3.13524146e-02	3.80917235e+02
19.50000000     	2.73685507e-01	6.95013776e-04	7.94785573e-04	8.34791866e-04	3.13524147e-02	3.80917237e+02
19.75000000     	2.73685507e-01	6.95013778e-04	7.94785575e-04	8.34791870e-04	3.13524148e-02	3.80917226e+02
20.00000000     	2.73685507e-01	6.95013779e-04	7.94785576e-04	8.34791872e-04	3.13524148e-02	3.80917233e+02
