# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
9.25000000      	3.18179098e-01	1.98737687e-04	4.83685578e-04	1.22695724e-04	1.03629400e-02	3.62170542e+02
9.50000000      	3.18099220e-01	1.99436209e-04	4.84013649e-04	1.23544739e-04	1.04162338e-02	3.62171372e+02
9.75000000      	3.18038446e-01	1.99952147e-04	4.84260565e-04	1.24192452e-04	1.04569079e-02	3.62172022e+02
10.00000000     	3.17992751e-01	2.00328728e-04	4.84444274e-04	1.24680794e-04	1.04875806e-02	3.62172509e+02
10.25000000     	3.17958779e-01	2.00600512e-04	4.84579474e-04	1.25044886e-04	1.05104473e-02	3.62172873e+02
10.50000000     	3.17933791e-01	2.00794576e-04	4.84677949e-04	1.25313482e-04	1.05273092e-02	3.62173140e+02
10.75000000     	3.17915598e-01	2.00931747e-04	4.84748976e-04	1.25509655e-04	1.05396139e-02	3.62173362e+02
11.00000000     	3.17902482e-01	2.01027779e-04	4.84799733e-04	1.25651580e-04	1.05485041e-02	3.62173470e+02
11.25000000     	3.17893112e-01	2.01094402e-04	4.84835687e-04	1.25753341e-04	1.05548667e-02	3.62173569e+02
11.50000000     	3.17886478e-01	2.01140227e-04	4.84860944e-04	1.25825686e-04	1.05593794e-02	3.62173658e+02
11.75000000     	3.17881820e-01	2.01171491e-04	4.84878548e-04	1.25876706e-04	1.05625526e-02	3.62173699e+02
12.00000000     	3.17878575e-01	2.01192658e-04	4.84890726e-04	1.25912415e-04	1.05647658e-02	3.62173747e+02
12.25000000     	3.17876332e-01	2.01206884e-04	4.84899092e-04	1.25937226e-04	1.05662973e-02	3.62173773e+02
12.50000000     	3.17874793e-01	2.01216381e-04	4.84904800e-04	1.25954348e-04	1.05673493e-02	3.62173775e+02
12.75000000     	3.17873743e-01	2.01222679e-04	4.84908670e-04	1.25966086e-04	1.05680668e-02	3.62173782e+02
13.00000000     	3.17873033e-01	2.01226829e-04	4.84911278e-04	1.25974085e-04	1.05685529e-02	3.62173804e+02
13.25000000     	3.17872555e-01	2.01229549e-04	4.84913025e-04	1.25979503e-04	1.05688801e-02	3.62173801e+02
13.50000000     	3.17872235e-01	2.01231322e-04	4.84914189e-04	1.25983152e-04	1.05690990e-02	3.62173826e+02
13.75000000     	3.17872022e-01	2.01232470e-04	4.84914961e-04	1.25985597e-04	1.05692445e-02	3.62173826e+02
14.00000000     	3.17871881e-01	2.01233211e-04	4.84915471e-04	1.25987227e-04	1.05693408e-02	3.62173863e+02
14.25000000     	3.17871789e-01	2.01233687e-04	4.84915805e-04	1.25988307e-04	1.05694041e-02	3.62173802e+02
14.50000000     	3.17871728e-01	2.01233990e-04	4.84916023e-04	1.25989021e-04	1.05694456e-02	3.62173806e+02
14.75000000     	3.17871689e-01	2.01234183e-04	4.84916165e-04	1.25989490e-04	1.05694725e-02	3.62173843e+02
15.00000000     	3.17871663e-01	2.01234305e-04	4.84916257e-04	1.25989796e-04	1.05694900e-02	3.62173800e+02
15.25000000     	3.17871647e-01	2.01234382e-04	4.84916316e-04	1.25989996e-04	1.05695013e-02	3.62173819e+02
15.50000000     	3.17871636e-01	2.01234430e-04	4.84916355e-04	1.25990126e-04	1.05695085e-02	3.62173821e+02
15.75000000     	3.17871629e-01	2.01234460e-04	4.84916379e-04	1.25990209e-04	1.05695132e-02	3.62173818e+02
16.00000000     	3.17871625e-01	2.01234479e-04	4.84916394e-04	1.25990263e-04	1.05695161e-02	3.62173809e+02
16.25000000     	3.17871622e-01	2.01234490e-04	4.84916404e-04	1.25990298e-04	1.05695180e-02	3.62173814e+02
16.50000000     	3.17871620e-01	2.01234497e-04	4.84916410e-04	1.25990320e-04	1.05695191e-02	3.62173810e+02
16.75000000     	3.17871619e-01	2.01234501e-04	4.84916414e-04	1.25990333e-04	1.05695198e-02	3.62173817e+02
17.00000000     	3.17871619e-01	2.01234503e-04	4.84916416e-04	1.25990342e-04	1.05695202e-02	3.62173824e+02
17.25000000     	3.17871618e-01	2.01234504e-04	4.84916417e-04	1.25990346e-04	1.05695205e-02	3.62173824e+02
17.50000000     	3.17871618e-01	2.01234503e-04	4.84916418e-04	1.25990349e-04	1.05695206e-02	3.62173825e+02
17.75000000     	3.17871618e-01	2.01234503e-04	4.84916418e-04	1.25990350e-04	1.05695206e-02	3.62173809e+02
18.00000000     	3.17871618e-01	2.01234502e-04	4.84916418e-04	1.25990350e-04	1.05695207e-02	3.62173818e+02
18.25000000     	3.17871618e-01	2.01234502e-04	4.84916418e-04	1.25990350e-04	1.05695207e-02	3.62173836e+02
18.50000000     	3.17871618e-01	2.01234502e-04	4.84916418e-04	1.25990350e-04	1.05695207e-02	3.62173807e+02
18.75000000     	3.17871618e-01	2.01234502e-04	4.84916418e-04	1.25990351e-04	1.05695207e-02	3.62173803e+02
19.00000000     	3.17871618e-01	2.01234502e-04	4.84916418e-04	1.25990351e-04	1.05695207e-02	3.62173817e+02
19.25000000     	3.17871618e-01	2.01234503e-04	4.84916419e-04	1.25990352e-04	1.05695208e-02	3.62173829e+02
19.50000000     	3.17871618e-01	2.01234504e-04	4.84916419e-04	1.25990353e-04	1.05695208e-02	3.62173828e+02
19.75000000     	3.17871618e-01	2.01234506e-04	4.84916420e-04	1.25990355e-04	1.05695209e-02	3.62173820e+02
20.00000000     	3.17871618e-01	2.01234507e-04	4.84916420e-04	1.25990356e-04	1.05695210e-02	3.62173814e+02
20.25000000     	3.17871618e-01	2.01234509e-04	4.84916421e-04	1.25990357e-04	1.05695210e-02	3.62173800e+02
20.50000000     	3.17871617e-01	2.01234510e-04	4.84916422e-04	1.25990359e-04	1.05695211e-02	3.62173824e+02
20.75000000     	3.17871617e-01	2.01234512e-04	4.84916422e-04	1.25990361e-04	1.05695212e-02	3.62173803e+02
21.00000000     	3.17871617e-01	2.01234514e-04	4.84916423e-04	1.25990362e-04	1.05695213e-02	3.62173792e+02
21.25000000     	3.17871617e-01	2.01234515e-04	4.84916424e-04	1.25990364e-04	1.05695213e-02	3.62173819e+02
21.50000000     	3.17871617e-01	2.01234516e-04	4.84916424e-04	1.25990365e-04	1.05695214e-02	3.62173813e+02
21.75000000     	3.17871617e-01	2.01234517e-04	4.84916425e-04	1.25990366e-04	1.05695215e-02	3.62173803e+02
22.00000000     	3.17871617e-01	2.01234518e-04	4.84916425e-04	1.25990367e-04	1.05695215e-02	3.62173822e+02
22.25000000     	3.17871617e-01	2.01234519e-04	4.84916425e-04	1.25990367e-04	1.05695215e-02	3.62173834e+02
22.50000000     	3.17871617e-01	2.01234519e-04	4.84916425e-04	1.25990368e-04	1.05695216e-02	3.62173822e+02
22.75000000     	3.17871617e-01	2.01234519e-04	4.84916425e-04	1.25990368e-04	1.05695216e-02	3.62173809e+02
23.00000000     	3.17871617e-01	2.01234519e-04	4.84916425e-04	1.25990368e-04	1.05695216e-02	3.62173829e+02
23.25000000     	3.17871617e-01	2.01234518e-04	4.84916425e-04	1.25990367e-04	1.05695215e-02	3.62173823e+02
