# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
10.50000000     	2.67855361e-01	1.57169023e-03	1.36206382e-03	1.04609903e-03	1.58659219e-02	3.66615924e+02
10.75000000     	2.67830575e-01	1.57212832e-03	1.36315737e-03	1.04564434e-03	1.58632076e-02	3.66616367e+02
11.00000000     	2.67813242e-01	1.57242694e-03	1.36395040e-03	1.04532857e-03	1.58612957e-02	3.66616668e+02
11.25000000     	2.67801240e-01	1.57262859e-03	1.36451866e-03	1.04511191e-03	1.58599632e-02	3.66616913e+02
11.50000000     	2.67793005e-01	1.57276354e-03	1.36492131e-03	1.04496492e-03	1.58590438e-02	3.66617057e+02
11.75000000     	2.67787405e-01	1.57285309e-03	1.36520361e-03	1.04486626e-03	1.58584153e-02	3.66617169e+02
12.00000000     	2.67783628e-01	1.57291205e-03	1.36539958e-03	1.04480069e-03	1.58579894e-02	3.66617240e+02
12.25000000     	2.67781100e-01	1.57295058e-03	1.36553436e-03	1.04475751e-03	1.58577033e-02	3.66617307e+02
12.50000000     	2.67779421e-01	1.57297557e-03	1.36562624e-03	1.04472933e-03	1.58575124e-02	3.66617335e+02
12.75000000     	2.67778314e-01	1.57299167e-03	1.36568836e-03	1.04471110e-03	1.58573861e-02	3.66617330e+02
13.00000000     	2.67777589e-01	1.57300198e-03	1.36573003e-03	1.04469938e-03	1.58573031e-02	3.66617412e+02
13.25000000     	2.67777116e-01	1.57300854e-03	1.36575777e-03	1.04469192e-03	1.58572489e-02	3.66617426e+02
13.50000000     	2.67776811e-01	1.57301269e-03	1.36577612e-03	1.04468719e-03	1.58572138e-02	3.66617439e+02
13.75000000     	2.67776614e-01	1.57301531e-03	1.36578817e-03	1.04468421e-03	1.58571911e-02	3.66617436e+02
14.00000000     	2.67776488e-01	1.57301694e-03	1.36579603e-03	1.04468236e-03	1.58571766e-02	3.66617450e+02
14.25000000     	2.67776408e-01	1.57301796e-03	1.36580114e-03	1.04468120e-03	1.58571673e-02	3.66617417e+02
14.50000000     	2.67776358e-01	1.57301860e-03	1.36580443e-03	1.04468049e-03	1.58571614e-02	3.66617417e+02
14.75000000     	2.67776326e-01	1.57301899e-03	1.36580654e-03	1.04468005e-03	1.58571576e-02	3.66617450e+02
15.00000000     	2.67776306e-01	1.57301923e-03	1.36580789e-03	1.04467978e-03	1.58571553e-02	3.66617474e+02
15.25000000     	2.67776293e-01	1.57301937e-03	1.36580875e-03	1.04467962e-03	1.58571538e-02	3.66617433e+02
15.50000000     	2.67776285e-01	1.57301946e-03	1.36580929e-03	1.04467952e-03	1.58571528e-02	3.66617432e+02
15.75000000     	2.67776281e-01	1.57301951e-03	1.36580963e-03	1.04467946e-03	1.58571523e-02	3.66617421e+02
16.00000000     	2.67776278e-01	1.57301954e-03	1.36580985e-03	1.04467942e-03	1.58571519e-02	3.66617460e+02
16.25000000     	2.67776276e-01	1.57301956e-03	1.36580998e-03	1.04467940e-03	1.58571517e-02	3.66617449e+02
16.50000000     	2.67776275e-01	1.57301957e-03	1.36581006e-03	1.04467939e-03	1.58571516e-02	3.66617440e+02
16.75000000     	2.67776274e-01	1.57301957e-03	1.36581011e-03	1.04467938e-03	1.58571515e-02	3.66617457e+02
17.00000000     	2.67776274e-01	1.57301958e-03	1.36581015e-03	1.04467938e-03	1.58571515e-02	3.66617450e+02
17.25000000     	2.67776274e-01	1.57301958e-03	1.36581017e-03	1.04467938e-03	1.58571515e-02	3.66617430e+02
17.50000000     	2.67776274e-01	1.57301958e-03	1.36581018e-03	1.04467937e-03	1.58571515e-02	3.66617455e+02
17.75000000     	2.67776273e-01	1.57301958e-03	1.36581018e-03	1.04467937e-03	1.58571515e-02	3.66617458e+02
18.00000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571515e-02	3.66617467e+02
18.25000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571515e-02	3.66617478e+02
18.50000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571515e-02	3.66617436e+02
18.75000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571515e-02	3.66617480e+02
19.00000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571515e-02	3.66617466e+02
19.25000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571514e-02	3.66617456e+02
19.50000000     	2.67776273e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571514e-02	3.66617473e+02
19.75000000     	2.67776274e-01	1.57301958e-03	1.36581019e-03	1.04467937e-03	1.58571514e-02	3.66617487e+02
20.00000000     	2.67776274e-01	1.57301957e-03	1.36581019e-03	1.04467937e-03	1.58571514e-02	3.66617437e+02
