# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
4.25000000      	3.31658000e-01	3.16105551e-05	4.34369615e-04	2.43730338e-05	1.42070763e-03	3.64633702e+02
4.50000000      	3.30475024e-01	4.90559828e-05	4.43983998e-04	3.98758580e-05	2.05593883e-03	3.64650386e+02
4.75000000      	3.28899809e-01	7.27366546e-05	4.57767699e-04	6.17126697e-05	2.86852605e-03	3.64671960e+02
5.00000000      	3.26887873e-01	1.03431151e-04	4.76419385e-04	9.08336989e-05	3.86759741e-03	3.64699264e+02
5.25000000      	3.24413892e-01	1.41598397e-04	5.00386174e-04	1.27822072e-04	5.05201016e-03	3.64732861e+02
5.50000000      	3.21474514e-01	1.87326445e-04	5.29792906e-04	1.72813559e-04	6.41009866e-03	3.64772983e+02
5.75000000      	3.18088534e-01	2.40328578e-04	5.64418089e-04	2.25479553e-04	7.92059422e-03	3.64819553e+02
6.00000000      	3.14294709e-01	2.99981716e-04	6.03716600e-04	2.85069632e-04	9.55446669e-03	3.64872159e+02
6.25000000      	3.10147834e-01	3.65395148e-04	6.46879728e-04	3.50498948e-04	1.12773207e-02	3.64930060e+02
6.50000000      	3.05713810e-01	4.35496456e-04	6.92918977e-04	4.20462066e-04	1.30520075e-02	3.64992425e+02
6.75000000      	3.01064488e-01	5.09120223e-04	7.40757797e-04	4.93552895e-04	1.48411094e-02	3.65058313e+02
7.00000000      	2.96272857e-01	5.85089412e-04	7.89318505e-04	5.68375356e-04	1.66090811e-02	3.65126702e+02
7.25000000      	2.91408979e-01	6.62282726e-04	8.37595333e-04	6.43634369e-04	1.83239228e-02	3.65196611e+02
7.50000000      	2.86536898e-01	7.39684035e-04	8.84708235e-04	7.18201281e-04	1.99583206e-02	3.65267138e+02
7.75000000      	2.81712596e-01	8.16413502e-04	9.29936221e-04	7.91152972e-04	2.14902777e-02	3.65337433e+02
8.00000000      	2.76982859e-01	8.91742860e-04	9.72732213e-04	8.61787814e-04	2.29033142e-02	3.65406834e+02
8.25000000      	2.72384999e-01	9.65096513e-04	1.01272193e-03	9.29621635e-04	2.41862975e-02	3.65474737e+02
8.50000000      	2.67947162e-01	1.03604334e-03	1.04969164e-03	9.94370228e-04	2.53330276e-02	3.65540741e+02
8.75000000      	2.63689135e-01	1.10428072e-03	1.08356788e-03	1.05592171e-03	2.63416342e-02	3.65604446e+02
9.00000000      	2.59623351e-01	1.16961636e-03	1.11439393e-03	1.11430556e-03	2.72139085e-02	3.65665712e+02
9.25000000      	2.55756137e-01	1.23194689e-03	1.14230431e-03	1.16965868e-03	2.79545780e-02	3.65724354e+02
9.50000000      	2.52088881e-01	1.29123863e-03	1.16750102e-03	1.22219437e-03	2.85706265e-02	3.65780325e+02
9.75000000      	2.48619212e-01	1.34750900e-03	1.19023152e-03	1.27217341e-03	2.90706531e-02	3.65833607e+02
10.00000000     	2.45342028e-01	1.40081101e-03	1.21076997e-03	1.31987962e-03	2.94643130e-02	3.65884266e+02
10.25000000     	2.42250416e-01	1.45122003e-03	1.22940141e-03	1.36559947e-03	2.97618463e-02	3.65932360e+02
10.50000000     	2.39336388e-01	1.49882381e-03	1.24640924e-03	1.40960639e-03	2.99737091e-02	3.65977982e+02
10.75000000     	2.36591484e-01	1.54371493e-03	1.26206541e-03	1.45214884e-03	3.01102886e-02	3.66021177e+02
11.00000000     	2.34007201e-01	1.58598603e-03	1.27662326e-03	1.49344259e-03	3.01816768e-02	3.66062087e+02
11.25000000     	2.31575324e-01	1.62572650e-03	1.29031232e-03	1.53366548e-03	3.01974778e-02	3.66100788e+02
11.50000000     	2.29288125e-01	1.66302118e-03	1.30333504e-03	1.57295532e-03	3.01666644e-02	3.66137355e+02
11.75000000     	2.27138467e-01	1.69795023e-03	1.31586487e-03	1.61140993e-03	3.00974883e-02	3.66171894e+02
12.00000000     	2.25119850e-01	1.73058961e-03	1.32804562e-03	1.64908873e-03	2.99974381e-02	3.66204450e+02
12.25000000     	2.23226379e-01	1.76101247e-03	1.33999178e-03	1.68601596e-03	2.98732312e-02	3.66235105e+02
12.50000000     	2.21452712e-01	1.78929043e-03	1.35178957e-03	1.72218479e-03	2.97308274e-02	3.66263949e+02
12.75000000     	2.19793982e-01	1.81549493e-03	1.36349869e-03	1.75756196e-03	2.95754580e-02	3.66290975e+02
13.00000000     	2.18245684e-01	1.83969885e-03	1.37515467e-03	1.79209346e-03	2.94116615e-02	3.66316302e+02
13.25000000     	2.16803597e-01	1.86197721e-03	1.38677144e-03	1.82570946e-03	2.92433296e-02	3.66339912e+02
13.50000000     	2.15463673e-01	1.88240823e-03	1.39834439e-03	1.85833020e-03	2.90737522e-02	3.66361908e+02
13.75000000     	2.14221962e-01	1.90107352e-03	1.40985351e-03	1.88987083e-03	2.89056684e-02	3.66382348e+02
14.00000000     	2.13074547e-01	1.91805822e-03	1.42126654e-03	1.92024616e-03	2.87413159e-02	3.66401220e+02
14.25000000     	2.12017478e-01	1.93345086e-03	1.43254231e-03	1.94937517e-03	2.85824795e-02	3.66418644e+02
14.50000000     	2.11046749e-01	1.94734273e-03	1.44363372e-03	1.97718428e-03	2.84305412e-02	3.66434662e+02
14.75000000     	2.10158269e-01	1.95982727e-03	1.45449061e-03	2.00361042e-03	2.82865259e-02	3.66449320e+02
15.00000000     	2.09347860e-01	1.97099917e-03	1.46506237e-03	2.02860314e-03	2.81511470e-02	3.66462675e+02
15.25000000     	2.08611262e-01	1.98095354e-03	1.47530017e-03	2.05212618e-03	2.80248483e-02	3.66474823e+02
15.50000000     	2.07944153e-01	1.98978483e-03	1.48515876e-03	2.07415814e-03	2.79078446e-02	3.66485819e+02
15.75000000     	2.07342172e-01	1.99758599e-03	1.49459800e-03	2.09469268e-03	2.78001583e-02	3.66495735e+02
16.00000000     	2.06800948e-01	2.00444758e-03	1.50358393e-03	2.11373823e-03	2.77016540e-02	3.66504660e+02
16.25000000     	2.06316140e-01	2.01045694e-03	1.51208938e-03	2.13131699e-03	2.76120695e-02	3.66512623e+02
16.50000000     	2.05883461e-01	2.01569757e-03	1.52009447e-03	2.14746394e-03	2.75310434e-02	3.66519751e+02
16.75000000     	2.05498722e-01	2.02024858e-03	1.52758649e-03	2.16222518e-03	2.74581407e-02	3.66526050e+02
17.00000000     	2.05157858e-01	2.02418424e-03	1.53455981e-03	2.17565643e-03	2.73928739e-02	3.66531654e+02
17.25000000     	2.04856957e-01	2.02757374e-03	1.54101538e-03	2.18782114e-03	2.73347223e-02	3.66536597e+02
17.50000000     	2.04592282e-01	2.03048098e-03	1.54696016e-03	2.19878886e-03	2.72831480e-02	3.66540908e+02
17.75000000     	2.04360294e-01	2.03296458e-03	1.55240642e-03	2.20863347e-03	2.72376085e-02	3.66544696e+02
18.00000000     	2.04157663e-01	2.03507785e-03	1.55737097e-03	2.21743153e-03	2.71975688e-02	3.66548003e+02
18.25000000     	2.03981281e-01	2.03686901e-03	1.56187432e-03	2.22526084e-03	2.71625090e-02	3.66550852e+02
18.50000000     	2.03828263e-01	2.03838130e-03	1.56593996e-03	2.23219910e-03	2.71319311e-02	3.66553354e+02
18.75000000     	2.03695954e-01	2.03965330e-03	1.56959350e-03	2.23832275e-03	2.71053643e-02	3.66555551e+02
19.00000000     	2.03581922e-01	2.04071919e-03	1.57286200e-03	2.24370599e-03	2.70823680e-02	3.66557397e+02
19.25000000     	2.03483953e-01	2.04160908e-03	1.57577333e-03	2.24842006e-03	2.70625335e-02	3.66559045e+02
19.50000000     	2.03400047e-01	2.04234934e-03	1.57835560e-03	2.25253258e-03	2.70454856e-02	3.66560530e+02
19.75000000     	2.03328404e-01	2.04296291e-03	1.58063660e-03	2.25610711e-03	2.70308821e-02	3.66561684e+02
20.00000000     	2.03267413e-01	2.04346968e-03	1.58264350e-03	2.25920294e-03	2.70184132e-02	3.66562776e+02
