# Region type : patch outlet
# Faces         : 10
# Area          : 3.42015068e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(C2H2)	weightedAverage(H2)	weightedAverage(CH4)	weightedAverage(C2H4)	weightedAverage(C4H4)	weightedAverage(T)
4.25000000      	3.30210924e-01	5.90069020e-05	4.53793824e-04	5.31629795e-05	2.00557153e-03	3.65682593e+02
4.50000000      	3.28418287e-01	8.87552156e-05	4.72961783e-04	8.19217244e-05	2.84293108e-03	3.65707742e+02
4.75000000      	3.26113431e-01	1.27596951e-04	4.98423852e-04	1.19663083e-04	3.87643307e-03	3.65739978e+02
5.00000000      	3.23274449e-01	1.76107342e-04	5.30422333e-04	1.66685356e-04	5.09900884e-03	3.65779691e+02
5.25000000      	3.19909153e-01	2.34368111e-04	5.68718376e-04	2.22661719e-04	6.49009626e-03	3.65826782e+02
5.50000000      	3.16053619e-01	3.01982553e-04	6.12624081e-04	2.86696135e-04	8.01759623e-03	3.65880766e+02
5.75000000      	3.11767551e-01	3.78144344e-04	6.61095455e-04	3.57451566e-04	9.64105566e-03	3.65940788e+02
6.00000000      	3.07127648e-01	4.61739905e-04	7.12860620e-04	4.33317237e-04	1.13154547e-02	3.66005736e+02
6.25000000      	3.02220242e-01	5.51463205e-04	7.66556549e-04	5.12581840e-04	1.29949968e-02	3.66074420e+02
6.50000000      	2.97134340e-01	6.45924669e-04	8.20852222e-04	5.93586109e-04	1.46364165e-02	3.66145483e+02
6.75000000      	2.91955664e-01	7.43744876e-04	8.74545960e-04	6.74841139e-04	1.62015620e-02	3.66217715e+02
7.00000000      	2.86762234e-01	8.43624654e-04	9.26629695e-04	7.55104214e-04	1.76590831e-02	3.66289976e+02
7.25000000      	2.81621459e-01	9.44392499e-04	9.76322004e-04	8.33415514e-04	1.89852848e-02	3.66361323e+02
7.50000000      	2.76588701e-01	1.04503003e-03	1.02307385e-03	9.09100906e-04	2.01642368e-02	3.66430941e+02
7.75000000      	2.71706987e-01	1.14468083e-03	1.06655454e-03	9.81750569e-04	2.11873212e-02	3.66498236e+02
8.00000000      	2.67007638e-01	1.24264580e-03	1.10662419e-03	1.05118125e-03	2.20523773e-02	3.66562776e+02
8.25000000      	2.62511479e-01	1.33837019e-03	1.14329955e-03	1.11739077e-03	2.27626206e-02	3.66624288e+02
8.50000000      	2.58230394e-01	1.43142569e-03	1.17671796e-03	1.18051066e-03	2.33254771e-02	3.66682628e+02
8.75000000      	2.54168997e-01	1.52149062e-03	1.20710314e-03	1.24076171e-03	2.37514516e-02	3.66737757e+02
9.00000000      	2.50326284e-01	1.60833018e-03	1.23473483e-03	1.29841495e-03	2.40531146e-02	3.66789715e+02
9.25000000      	2.46697145e-01	1.69177847e-03	1.25992369e-03	1.35375979e-03	2.42442360e-02	3.66838618e+02
9.50000000      	2.43273676e-01	1.77172277e-03	1.28299128e-03	1.40707940e-03	2.43390455e-02	3.66884630e+02
9.75000000      	2.40046305e-01	1.84809011e-03	1.30425505e-03	1.45863278e-03	2.43516146e-02	3.66927890e+02
10.00000000     	2.37004645e-01	1.92083748e-03	1.32401775e-03	1.50864353e-03	2.42953828e-02	3.66968585e+02
10.25000000     	2.34138167e-01	1.98994404e-03	1.34256026e-03	1.55729332e-03	2.41828384e-02	3.67006908e+02
10.50000000     	2.31436677e-01	2.05540582e-03	1.36013721e-03	1.60471960e-03	2.40253344e-02	3.67043047e+02
10.75000000     	2.28890633e-01	2.11723236e-03	1.37697441e-03	1.65101626e-03	2.38330052e-02	3.67077139e+02
11.00000000     	2.26491317e-01	2.17544500e-03	1.39326788e-03	1.69623668e-03	2.36147555e-02	3.67109364e+02
11.25000000     	2.24230924e-01	2.23007606e-03	1.40918354e-03	1.74039802e-03	2.33782985e-02	3.67139831e+02
11.50000000     	2.22102550e-01	2.28116903e-03	1.42485765e-03	1.78348657e-03	2.31302267e-02	3.67168602e+02
11.75000000     	2.20100120e-01	2.32877944e-03	1.44039770e-03	1.82546381e-03	2.28760991e-02	3.67195848e+02
12.00000000     	2.18218305e-01	2.37297498e-03	1.45588333e-03	1.86627190e-03	2.26205431e-02	3.67221629e+02
12.25000000     	2.16452402e-01	2.41383618e-03	1.47136786e-03	1.90583945e-03	2.23673546e-02	3.67245935e+02
12.50000000     	2.14798176e-01	2.45145718e-03	1.48688008e-03	1.94408745e-03	2.21195948e-02	3.67268883e+02
12.75000000     	2.13251752e-01	2.48594520e-03	1.50242624e-03	1.98093391e-03	2.18796848e-02	3.67290538e+02
13.00000000     	2.11809492e-01	2.51742008e-03	1.51799239e-03	2.01629830e-03	2.16494915e-02	3.67310841e+02
13.25000000     	2.10467867e-01	2.54601369e-03	1.53354728e-03	2.05010589e-03	2.14304021e-02	3.67329916e+02
13.50000000     	2.09223390e-01	2.57186819e-03	1.54904510e-03	2.08229053e-03	2.12233965e-02	3.67347764e+02
13.75000000     	2.08072526e-01	2.59513462e-03	1.56442877e-03	2.11279757e-03	2.10291066e-02	3.67364418e+02
14.00000000     	2.07011653e-01	2.61597081e-03	1.57963309e-03	2.14158559e-03	2.08478719e-02	3.67379855e+02
14.25000000     	2.06037015e-01	2.63453946e-03	1.59458808e-03	2.16862802e-03	2.06797853e-02	3.67394186e+02
14.50000000     	2.05144720e-01	2.65100573e-03	1.60922191e-03	2.19391338e-03	2.05247385e-02	3.67407420e+02
14.75000000     	2.04330740e-01	2.66553519e-03	1.62346377e-03	2.21744562e-03	2.03824572e-02	3.67419587e+02
15.00000000     	2.03590916e-01	2.67829178e-03	1.63724646e-03	2.23924370e-03	2.02525343e-02	3.67430712e+02
15.25000000     	2.02920988e-01	2.68943588e-03	1.65050852e-03	2.25934075e-03	2.01344592e-02	3.67440890e+02
15.50000000     	2.02316630e-01	2.69912260e-03	1.66319585e-03	2.27778276e-03	2.00276430e-02	3.67450153e+02
15.75000000     	2.01773480e-01	2.70750037e-03	1.67526301e-03	2.29462718e-03	1.99314415e-02	3.67458528e+02
16.00000000     	2.01287183e-01	2.71470980e-03	1.68667407e-03	2.30994130e-03	1.98451733e-02	3.67466073e+02
16.25000000     	2.00853431e-01	2.72088278e-03	1.69740296e-03	2.32380040e-03	1.97681374e-02	3.67472859e+02
16.50000000     	2.00467998e-01	2.72614186e-03	1.70743345e-03	2.33628596e-03	1.96996273e-02	3.67478913e+02
16.75000000     	2.00126776e-01	2.73059994e-03	1.71675888e-03	2.34748390e-03	1.96389423e-02	3.67484330e+02
17.00000000     	1.99825808e-01	2.73436009e-03	1.72538147e-03	2.35748283e-03	1.95853982e-02	3.67489140e+02
17.25000000     	1.99561314e-01	2.73751565e-03	1.73331160e-03	2.36637248e-03	1.95383345e-02	3.67493387e+02
17.50000000     	1.99329709e-01	2.74015051e-03	1.74056678e-03	2.37424232e-03	1.94971206e-02	3.67497113e+02
17.75000000     	1.99127621e-01	2.74233945e-03	1.74717062e-03	2.38118027e-03	1.94611604e-02	3.67500390e+02
18.00000000     	1.98951902e-01	2.74414868e-03	1.75315173e-03	2.38727165e-03	1.94298956e-02	3.67503263e+02
18.25000000     	1.98799633e-01	2.74563636e-03	1.75854263e-03	2.39259831e-03	1.94028074e-02	3.67505773e+02
18.50000000     	1.98668127e-01	2.74685325e-03	1.76337868e-03	2.39723796e-03	1.93794173e-02	3.67507923e+02
18.75000000     	1.98554926e-01	2.74784337e-03	1.76769716e-03	2.40126373e-03	1.93592871e-02	3.67509921e+02
19.00000000     	1.98457796e-01	2.74864460e-03	1.77153630e-03	2.40474370e-03	1.93420185e-02	3.67511614e+02
19.25000000     	1.98374718e-01	2.74928937e-03	1.77493456e-03	2.40774083e-03	1.93272515e-02	3.67513033e+02
19.50000000     	1.98303876e-01	2.74980526e-03	1.77793000e-03	2.41031288e-03	1.93146624e-02	3.67514325e+02
19.75000000     	1.98243651e-01	2.75021556e-03	1.78055961e-03	2.41251241e-03	1.93039622e-02	3.67515446e+02
20.00000000     	1.98192601e-01	2.75053984e-03	1.78285896e-03	2.41438695e-03	1.92948942e-02	3.67516401e+02
20.25000000     	1.98149452e-01	2.75079446e-03	1.78486186e-03	2.41597922e-03	1.92872312e-02	3.67517079e+02
20.50000000     	1.98113085e-01	2.75099296e-03	1.78659999e-03	2.41732727e-03	1.92807738e-02	3.67517509e+02
20.75000000     	1.98082515e-01	2.75114653e-03	1.78810298e-03	2.41846499e-03	1.92753469e-02	3.67518138e+02
21.00000000     	1.98056888e-01	2.75126437e-03	1.78939808e-03	2.41942221e-03	1.92707982e-02	3.67518654e+02
21.25000000     	1.98035460e-01	2.75135396e-03	1.79051026e-03	2.42022513e-03	1.92669954e-02	3.67519062e+02
21.50000000     	1.98017588e-01	2.75142136e-03	1.79146223e-03	2.42089666e-03	1.92638241e-02	3.67519468e+02
21.75000000     	1.98002718e-01	2.75147148e-03	1.79227447e-03	2.42145668e-03	1.92611860e-02	3.67519778e+02
22.00000000     	1.97990376e-01	2.75150822e-03	1.79296534e-03	2.42192240e-03	1.92589966e-02	3.67520029e+02
22.25000000     	1.97980156e-01	2.75153470e-03	1.79355122e-03	2.42230865e-03	1.92571839e-02	3.67520246e+02
22.50000000     	1.97971713e-01	2.75155338e-03	1.79404663e-03	2.42262814e-03	1.92556864e-02	3.67520452e+02
22.75000000     	1.97964752e-01	2.75156620e-03	1.79446434e-03	2.42289172e-03	1.92544520e-02	3.67520611e+02
23.00000000     	1.97959027e-01	2.75157466e-03	1.79481559e-03	2.42310862e-03	1.92534367e-02	3.67520744e+02
23.25000000     	1.97954327e-01	2.75157992e-03	1.79511015e-03	2.42328668e-03	1.92526033e-02	3.67520818e+02
23.50000000     	1.97950477e-01	2.75158289e-03	1.79535655e-03	2.42343249e-03	1.92519207e-02	3.67520938e+02
23.75000000     	1.97947330e-01	2.75158423e-03	1.79556213e-03	2.42355162e-03	1.92513625e-02	3.67520983e+02
24.00000000     	1.97944762e-01	2.75158446e-03	1.79573325e-03	2.42364872e-03	1.92509071e-02	3.67521067e+02
24.25000000     	1.97942670e-01	2.75158395e-03	1.79587535e-03	2.42372769e-03	1.92505362e-02	3.67521130e+02
24.50000000     	1.97940970e-01	2.75158298e-03	1.79599307e-03	2.42379177e-03	1.92502347e-02	3.67521145e+02
24.75000000     	1.97939591e-01	2.75158175e-03	1.79609038e-03	2.42384367e-03	1.92499900e-02	3.67521156e+02
25.00000000     	1.97938474e-01	2.75158041e-03	1.79617064e-03	2.42388560e-03	1.92497918e-02	3.67521175e+02
25.25000000     	1.97937571e-01	2.75157904e-03	1.79623671e-03	2.42391941e-03	1.92496316e-02	3.67521211e+02
25.50000000     	1.97936841e-01	2.75157771e-03	1.79629098e-03	2.42394662e-03	1.92495023e-02	3.67521223e+02
25.75000000     	1.97936254e-01	2.75157647e-03	1.79633546e-03	2.42396847e-03	1.92493981e-02	3.67521210e+02
26.00000000     	1.97935781e-01	2.75157533e-03	1.79637186e-03	2.42398599e-03	1.92493143e-02	3.67521235e+02
26.25000000     	1.97935401e-01	2.75157430e-03	1.79640158e-03	2.42400001e-03	1.92492471e-02	3.67521257e+02
26.50000000     	1.97935096e-01	2.75157339e-03	1.79642581e-03	2.42401121e-03	1.92491932e-02	3.67521246e+02
26.75000000     	1.97934852e-01	2.75157259e-03	1.79644553e-03	2.42402013e-03	1.92491501e-02	3.67521252e+02
27.00000000     	1.97934656e-01	2.75157190e-03	1.79646154e-03	2.42402724e-03	1.92491156e-02	3.67521272e+02
27.25000000     	1.97934500e-01	2.75157131e-03	1.79647453e-03	2.42403288e-03	1.92490881e-02	3.67521248e+02
27.50000000     	1.97934375e-01	2.75157080e-03	1.79648504e-03	2.42403736e-03	1.92490662e-02	3.67521263e+02
27.75000000     	1.97934276e-01	2.75157037e-03	1.79649354e-03	2.42404091e-03	1.92490487e-02	3.67521256e+02
28.00000000     	1.97934197e-01	2.75157001e-03	1.79650039e-03	2.42404372e-03	1.92490348e-02	3.67521249e+02
28.25000000     	1.97934134e-01	2.75156971e-03	1.79650592e-03	2.42404593e-03	1.92490238e-02	3.67521247e+02
28.50000000     	1.97934084e-01	2.75156946e-03	1.79651037e-03	2.42404768e-03	1.92490151e-02	3.67521278e+02
28.75000000     	1.97934044e-01	2.75156925e-03	1.79651394e-03	2.42404906e-03	1.92490081e-02	3.67521239e+02
29.00000000     	1.97934013e-01	2.75156908e-03	1.79651681e-03	2.42405014e-03	1.92490026e-02	3.67521246e+02
29.25000000     	1.97933988e-01	2.75156895e-03	1.79651911e-03	2.42405099e-03	1.92489982e-02	3.67521263e+02
29.50000000     	1.97933968e-01	2.75156883e-03	1.79652094e-03	2.42405166e-03	1.92489948e-02	3.67521274e+02
29.75000000     	1.97933953e-01	2.75156875e-03	1.79652241e-03	2.42405218e-03	1.92489920e-02	3.67521242e+02
30.00000000     	1.97933940e-01	2.75156867e-03	1.79652359e-03	2.42405259e-03	1.92489899e-02	3.67521262e+02
